10244,10475,0.01
10416,10374,0.01
10461,10529,0.01
10466,10373,0.01
10485,10238,0.01
10616,10529,0.01
10244,10467,0.02
10256,10467,0.02
10256,10469,0.02
10461,10249,0.02
10529,10475,0.02
10615,10247,0.02
10001,10416,0.03
10244,10469,0.03
10450,10374,0.03
10468,10374,0.03
10475,10256,0.03
10480,10374,0.03
10596,10238,0.03
10256,10415,0.04
10346,10638,0.04
10416,10244,0.04
10420,10374,0.04
10423,10238,0.04
10001,10415,0.05
10256,10475,0.05
10416,10249,0.05
10467,10244,0.05
10616,10508,0.05
10244,10482,0.06
10529,10469,0.06
10374,10478,0.07
10425,10238,0.07
10431,10256,0.07
10467,10256,0.07
10469,10244,0.07
10598,10002,0.07
10001,10422,0.08
10529,10484,0.08
10467,10247,0.09
10475,10244,0.09
10551,10560,0.09
10593,10002,0.09
10374,10467,0.1
10401,10256,0.1
10001,10638,0.11
10256,10416,0.11
10374,10484,0.11
10422,10244,0.12
10448,10244,0.12
10638,10247,0.12
10001,10556,0.13
10421,10256,0.13
10466,10256,0.14
10351,10508,0.15
10529,10462,0.15
10080,10388,0.16
10091,10250,0.16
10102,10373,0.16
10108,10388,0.16
10181,10247,0.16
10243,10244,0.16
10244,10416,0.16
10244,10418,0.16
10319,10247,0.16
10351,10250,0.16
10373,10111,0.16
10374,10175,0.16
10374,10469,0.16
10414,10247,0.16
10414,10256,0.16
10157,10529,0.17
10247,10436,0.17
10424,10256,0.17
10448,10256,0.17
10157,10244,0.18
10256,10150,0.18
10346,10644,0.2
10475,10529,0.2
10529,10418,0.2
10478,10002,0.22
10475,10474,0.23
10475,10374,0.24
10424,10374,0.25
10001,10644,0.26
10247,10150,0.26
10374,10475,0.26
10420,10390,0.26
10529,10175,0.26
10467,10373,0.27
10346,10462,0.28
10431,10002,0.28
10346,10598,0.29
10327,10388,0.3
10463,10256,0.3
10529,10071,0.3
10472,10244,0.31
10346,10126,0.32
10422,10373,0.32
10529,10190,0.32
10637,10347,0.32
10001,10462,0.33
10091,10388,0.34
10181,10244,0.34
10244,10238,0.34
10131,10347,0.35
10244,10420,0.35
10529,10318,0.36
10001,10572,0.37
10001,10299,0.39
10180,10243,0.39
10256,10365,0.39
10475,10373,0.39
10346,10418,0.41
10461,10256,0.41
10529,10414,0.41
10637,10256,0.41
10644,10373,0.41
10346,10457,0.42
10248,10072,0.43
10248,10083,0.43
10248,10126,0.43
10256,10126,0.43
10351,10347,0.43
10358,10249,0.43
10430,10249,0.43
10435,10347,0.43
10001,10620,0.44
10116,10249,0.44
10116,10256,0.44
10127,10238,0.44
10131,10114,0.44
10493,10489,0.44
10475,10002,0.46
10482,10474,0.47
10448,10373,0.48
10250,10509,0.5
10256,10099,0.5
10154,10529,0.51
10238,10616,0.51
10421,10529,0.52
10489,10502,0.52
10494,10496,0.52
10500,10503,0.52
10501,10500,0.52
10538,10529,0.52
10346,10179,0.54
10638,10643,0.54
10529,10195,0.55
10538,10537,0.55
10247,10478,0.57
10529,10144,0.57
10595,10555,0.57
10640,10602,0.57
10644,10002,0.57
10084,10256,0.58
10238,10072,0.58
10467,10002,0.58
10163,10238,0.59
10346,10475,0.6
10529,10121,0.6
10588,10580,0.6
10113,10400,0.61
10529,10082,0.61
10416,10373,0.62
10346,10183,0.63
10108,10002,0.64
10472,10373,0.64
10244,10144,0.65
10459,10256,0.65
10401,10529,0.66
10250,10175,0.68
10256,10420,0.68
10346,10105,0.68
10247,10195,0.69
10351,10529,0.69
10509,10498,0.69
10639,10643,0.69
10152,10529,0.7
10086,10375,0.71
