0	11.987	13.427	13.517	14.597	16.887	17.537	18.167	18.477	18.507	18.714	19.547	19.897
715	56	59.2	55.1	56.5	61.2	58.5	62.1	63.1	68.8	60.2	64.9	60.8
720	55.9	57	50.6	52.2	59.8	57.3	57.8	61.6	66.4	57.2	65	60.1
725	58.2	60.6	57.9	55.7	62	55.8	58.3	60.1	68.9	57.1	65.2	59.9
730	58.7	60.3	55.7	52.1	50.4	55.5	57	58.8	68.2	57.7	65.5	59.8
735	55.3	56.1	58.8	47.9	33.9	46.1	50.9	63.4	71	59.2	65.3	59.4
740	56.5	59.3	58.7	53	36.8	30.7	43.2	65.2	71.6	56.4	65.4	59.6
745	56.9	60.8	56	52.3	30.6	21.2	38.5	60.5	68.3	58.1	65.3	59.9
750	57.3	61	54.5	48.7	28.3	16.9	36.4	45.1	50.1	57.3	65.3	61.2
755	57.6	59.4	58.2	51.3	26.6	14.6	35.2	31.8	37.6	56.6	65.1	60.1
760	57.5	59.8	55	46.5	30.2	19.6	32	25.3	32.7	57	65.4	60
765	57.9	60.4	58	50.2	27.9	17.5	32.8	25.4	33.4	61	65.4	60.7
770	58.5	62.2	60.5	53.8	27	15.4	33.6	31.9	38.3	63.3	65.3	61.3
775	59.9	62.1	61.1	44	19.3	12.9	32.9	40.7	45.9	61.9	65.3	60.6
780	58.8	61	56.1	41.8	19.6	12.2	31.8	35.1	37.9	59.8	65.3	60.5
785	57.2	58.5	61	41.3	15.9	12	30.3	29	33.8	61.4	65.5	60.4
790	57.3	60	62	41.5	14.3	10.2	28	25.2	29.9	61.1	65.4	60.9
795	58.2	59.3	57.4	38.5	13.4	9.6	25.1	19.4	25.9	60.9	65.6	61.2
800	57.2	56.6	53.1	37.3	14.8	9.7	24.3	17.2	24.7	59.7	65.6	59.3
805	55.4	53.3	48.2	36.1	16.2	10.5	24.1	16.2	24.9	58.3	65.7	61.1
810	55	55.5	46.1	38.4	21.2	13.8	25.4	17	25	57.1	65.6	61.1
815	56.2	55.3	47.9	40.3	21.6	17.7	29.5	22.1	30.2	56.8	65.5	61
820	56.1	56.6	49.9	43	24.9	18.2	32.9	25.9	34.2	56.3	65.6	61.7
825	56.6	55.4	53.1	47.1	27.7	18.8	33.7	28.5	34.2	56.5	65.4	60.1
830	57.1	54.2	49.8	45.2	25.7	19.1	36.7	39.3	49.6	55.5	65.2	59
835	53.4	56.3	54.6	47.9	25.4	27	41.7	48.1	53.1	59	65.4	62
840	56.6	55.1	53.1	48.3	33.6	39.2	47.7	41.6	49.8	60	65.3	63.3
845	58.4	55.3	52.1	50.3	45.6	49	51.9	45.3	52.2	60.3	65.4	65.1
850	55.6	55.3	49.3	49.4	51.8	50.1	49.6	43.8	50.4	62.5	65.7	65.4
855	57.4	53.5	48.9	47.5	51.5	47.2	45.7	38.6	44.9	56.6	65.5	61.1
860	56.8	52.5	49	50.4	52.3	41.8	46.2	38	46	47.3	48	65.2
865	53.5	55.3	48.4	49.9	52.5	35.9	44.5	52.4	61	68.7	63.5	62.7
870	57.4	53.6	41.7	46.7	48.6	47.1	50.2	57.6	67.2	77.2	70	66.3
875	54.1	52.6	46.6	47	49.2	47.4	51.5	62.2	69.1	76.6	66.9	63.3
880	58.6	52.8	46.7	46.8	48.3	43.4	51.6	63.1	71.3	78.3	72.5	65
885	55.8	50.2	37.9	46.3	55.1	49	54	64.7	71.1	78.4	71.1	67.1
890	60.1	54.7	43.3	45.3	45.4	51.4	55	65.8	71.3	76.7	67.5	66.3
895	54.7	54.2	46	45.4	37.4	44.6	52.4	62.6	68.4	76.1	67.4	68.3
900	58.7	55.6	48.8	46.4	32.2	43.1	52.6	58.4	63.8	76	64.5	66
905	61.2	56	45.9	45.5	31.8	36.2	52.4	54.8	66.6	77	67	67
910	59.7	55.4	46.1	44.1	27	38.5	51.5	58.1	66.6	77.8	69.2	67.8
915	63.1	55.9	47.9	46.5	34.6	31.4	51	58.6	67	73.8	67.3	67.7
920	63.8	57.7	47.5	47.6	41.6	30.6	50.8	60.4	69.1	75.8	69	68
925	57	58.7	53.1	51.3	41.9	42.9	53.9	59.6	67.3	75.2	69.4	69
930	59.2	53.9	54	51.2	35.8	48	55	58.7	67.6	77.4	69.2	58.2
935	63.5	55.3	54.5	51.7	40.8	50.9	53.8	59.5	66.4	71.1	63.7	49.2
940	58.5	54.6	52.5	50.2	46.5	56	57.7	57.1	64.7	71.4	66.7	41.2
945	61.9	57.7	53.2	51.4	36	52.9	56.4	55.1	63.3	62.6	63	51.1
950	64.2	57	50.5	47.2	29.6	35.1	51	49.7	62	58.7	62.1	41.3
955	65.6	58.3	49.5	44.2	24	26	45.4	48.6	57.7	52.2	53.8	44.6
960	63.5	59.3	50.1	47.1	32.8	21.6	43	51.9	61.9	61.6	61.2	51.4
965	63.5	55.8	47.1	44.7	27.5	23	46	56	65.6	74	67.2	53.1
970	61.7	58.4	50.3	45.9	24.5	18.9	40.6	59.8	69	77.7	69.8	55
975	61.6	53.6	49.4	47	26.7	20	40.2	64.6	71.4	78.6	71.5	60.7
980	63.5	56.8	49.6	49.7	32.6	22.1	43.4	66.7	71	77.8	68.5	65
985	63.3	53.2	46.5	46.6	32.8	22.8	46.6	55.3	66.9	70.8	69.2	66.9
990	64.5	56.5	50.4	47.6	28.6	30.9	50.4	51.3	64.6	60.9	64.5	57.3
995	62.8	56.4	49.5	50.4	36.6	34	53.3	50	65.2	72.9	69	60.8
1000	61.9	53.4	44.8	46.1	28.2	27.1	50.1	58.8	67.6	77.4	68.7	59.9
1005	63.1	50.4	42.5	44.9	30.6	21.8	43.9	55.1	65.1	78	68.4	62.4
1010	60.2	48.3	41.1	44	32	17.8	38.3	44	61	77.3	67.8	64.6
1015	61.4	46.9	36.4	39.9	27.6	19.4	37.8	33.9	54.7	73.3	67.4	67
1020	61.4	47.6	37.7	38.4	22.2	15.5	39.6	37.8	58.1	77.4	70	69.2
1025	62.2	47.5	34.4	35	21.6	15.9	35.1	30.2	53.3	72.1	67	56.7
1030	58.3	51.1	41.9	42.2	24.9	15.7	32.6	27.4	42.5	51.6	54.1	64.4
1035	57.7	48.5	41.4	43.5	29.1	17.4	31.6	25.6	35.4	37.7	46.8	63.5
1040	63.4	54.5	47.7	42.5	19.8	15.7	32	23.3	32.3	30.3	39.8	66
1045	64.4	55.5	50.1	43.5	21.6	11.7	27.7	22.1	28.8	27.7	40.6	59.8
1050	65.5	54.2	44.4	41.4	23.9	12.4	25.3	20	25.3	26.2	36	59.6
1055	65.9	52	39.3	37.8	21.2	14.8	26.1	18.8	25.4	23.6	33.5	62.4
1060	62.4	50	34.2	36.1	20.3	12.2	24.8	18.3	25.7	22.9	33.2	68.2
1065	57.8	49.3	35.2	36.8	25.4	14.3	26.7	18.7	24.9	21.7	31.5	68.9
1070	59.8	47.9	34.9	35.7	20.3	14	27.5	21.2	28	24.5	32.6	69.4
1075	57.2	46.1	39.3	37.5	21.1	15.8	27	21.5	26.6	24.3	32.3	68.4
1080	60.3	54.7	45.7	39.5	21	15.8	29.2	20.4	29.4	26.2	35	60.4
1085	58.6	50.5	47.1	39.3	18	16.9	31	20.3	31	24.1	37.9	65.7
1090	60.3	54.7	49.1	42.8	23.7	13.8	29.7	19.3	31.1	25.4	38.7	53.3
1095	60.1	53.3	47	42.9	26.1	17.3	29	21.8	29	23.9	36.1	62.1
1100	61.6	59.4	47.4	44.5	28.7	17.6	29.7	22.9	30.6	27.2	37.2	64.1
1105	62.2	59.8	48.6	44.9	27.7	16.6	30.2	24.8	32.7	31.8	39.7	64.9
1110	63.4	58.2	47.4	45.5	26.6	17.8	30	26.8	41.2	49.1	50.8	69.1
1115	59.1	57.4	46.9	46.6	28.5	18.9	32.1	29	45.7	62.5	60.2	68.1
1120	62.5	55.7	48.2	47.4	33.6	18.4	41.9	50.6	63	77.8	72.4	70.1
1125	60.9	58.3	49.1	47.6	28.4	20.3	44.9	60.2	68.5	78.6	73.3	69.9
1130	61.2	51	44.1	45.1	37	26.7	49.3	64.2	70.3	78.7	72.9	69.7
1135	62.5	46.5	39.9	50.3	53.6	48.6	57.3	67.4	71.1	78.6	73.3	71.1
1140	61.1	55.2	37.1	51.4	55.8	57.4	62.5	69.8	71.7	78	72	70.8
1145	57.7	52.7	43	50.3	58.3	58.6	63.4	70.3	71.8	77.6	71.8	67.7
1150	61	59.2	47	51.8	57.9	59.4	63.3	67	70.9	79	73.3	60.8
