0 	1
10241	4974
10240	4953
10392	17086
10243	5383
10243	3255
10244	3308
10246	3994
10245	7986
10247	3287
10247	3991
10247	1165
10247	3984
10256	64098
10002	7091
10001	7089
10003	54444
10346	7014
10347	7043
10100	6334
10099	6324
10101	6350
10102	6333
10098	6198
10097	6123
10103	6421
10104	6505
10105	17498
10106	17499
10107	17352
10108	17340
10109	6939
10110	17112
10113	6972
10114	7167
10111	7212
10112	7168
10118	7198
10116	7309
10115	7281
10117	7294
10121	7452
10120	7450
10122	7626
10123	62191
10124	7614
10400	7638
10125	7668
10126	7696
10127	7736
10128	7725
10129	7727
10130	7824
10131	7836
10132	7839
10133	7923
10134	7871
10135	7934
10136	7909
10137	8008
10138	8035
10139	8031
10140	7990
10146	8089
10145	8130
10147	8137
10144	8171
10152	5632
10152	5663
10150	5192
10150	5453
10154	8239
10149	8246
10155	8203
10148	8180
10141	8088
10142	8091
10143	8115
10156	8189
10158	14810
10159	15077
10160	8253
10161	5650
10162	5570
10163	5540
10164	5637
10157	5569
10401	63144
10166	15396
10165	15103
10167	5554
10168	5621
10169	5511
10170	5509
10171	5646
10172	5653
10173	5535
10174	5610
10175	5607
10176	5533
10177	5590
10178	5517
10179	5580
10180	5510
10181	5479
10182	15516
10183	14938
10184	5624
10185	5549
10186	5629
10093	6312
10094	6316
10095	6353
10096	6354
10087	6376
10088	6371
10089	6364
10090	6399
10091	6386
10092	6516
10081	6173
10082	6179
10083	6191
10084	18045
10085	6245
10086	6255
10076	6287
10077	6286
10079	6297
10080	17907
10396	6305
10402	6217
10070	6403
10071	6405
10072	17743
10073	6543
10074	17695
10075	6547
10403	14831
10404	14882
10405	15009
10406	15171
10407	15546
10408	15698
10409	1250
10410	1252
10411	16133
10412	1354
10413	1353
10414	16646
10415	16665
10415	903
10416	1355
10417	15665
10418	1359
10419	16023
10420	17483
10420	16698
10421	17562
10422	1356
10423	16042
10424	17506
10424	904
10425	16063
10426	17468
10427	1357
10428	1358
10429	1378
10430	1379
10187	5503
10188	5467
10189	5084
10194	5225
10190	4954
10192	4950
10190	34954
10192	34950
10068	17694
10062	6262
10063	6226
10066	6228
10063	36226
10066	36228
10067	6261
10296	7743
10297	7742
10298	7676
10299	7675
10300	7146
10301	16878
10302	7137
10303	7113
10304	7120
10305	7112
10431	17503
10432	17069
10433	17226
10434	17756
10434	1475
10435	17263
10435	1370
10436	17618
10437	17534
10438	17262
10439	17753
10440	1369
10207	5096
10206	5099
10441	1368
10442	1366
10443	4785
10444	5130
10443	34785
10444	35130
10445	5158
10446	4887
10447	5602
10448	4933
10449	4828
10450	4861
10451	4862
10452	4863
10453	6453
10454	6429
10455	6401
10456	6395
10457	6188
10458	6161
10459	6133
10460	6085
10461	6259
10462	20270
10463	6294
10464	6290
10463	36294
10464	36290
10043	17530
10044	17533
10045	6597
10048	6603
10322	17526
10322	1098
10045	36597
10048	36603
10319	16590
10320	16706
10321	17068
10318	1380
10465	16075
10466	15825
10467	17465
10468	1001
10469	16784
10470	18308
10471	1000
10472	16555
10473	999
10474	16747
10475	16923
10476	17040
10477	18150
10478	18737
10479	18286
10480	905
10397	18301
10397	17253
10481	997
10482	996
10483	17160
10484	998
10485	958
10486	16749
10487	18064
10488	1061
10489	15728
10490	16325
10491	1063
10492	18837
10493	15466
10494	16964
10495	15208
10496	15001
10497	15916
10498	14834
10499	1065
10500	18444
10500	1066
10501	16406
10502	1074
10502	17602
10503	17787
10504	1075
10504	17031
10505	1006
10505	18094
10506	16823
10506	1007
10508	1042
10508	18232
10509	1005
10509	18275
10510	18264
10510	1041
10511	18697
10514	17956
10515	1003
10516	1039
10517	1038
10335	18609
10334	18317
10334	17269
10518	16162
10519	16061
10520	18842
10521	1060
10522	15957
10523	18339
10523	1068
10524	16233
10524	1067
10525	16647
10526	15138
10527	16081
10528	1069
10529	5642
10530	17113
10531	18340
10532	17492
10532	1077
10533	16581
10534	18333
10534	1090
10536	1086
10537	17591
10537	1078
10538	17622
10539	16290
10540	18647
10540	1079
10541	1084
10542	16504
10542	1083
10543	17545
10393	17848
10394	6642
10395	4949
10238	3263
10238	3279
10324	1036
10325	1035
10326	1034
10327	1032
10351	1033
10351	16044
10051	1100
10352	1051
10352	16432
10328	1099
10333	1117
10544	17563
10545	17650
10546	17384
10547	17734
10548	1116
10549	17769
10550	17806
10550	1114
10551	17621
10552	1115
10553	17802
10554	17770
10555	17766
10556	17645
10557	17858
10558	18082
10559	1119
10560	17437
10561	17439
10562	1121
10563	17278
10563	1118
10564	6879
10565	6886
10567	1122
10567	6839
10568	17496
10569	17643
10570	17856
10571	17855
10572	17640
10573	17204
10574	17302
10575	1166
10576	17304
10577	1162
10578	17305
10579	1132
10580	17411
10581	17524
10582	3458
10583	3459
10585	1133
10587	3457
10588	1134
10589	1135
10590	1124
10591	1123
10592	17992
10593	18023
10594	18188
10595	18179
10596	1113
10597	18391
10598	18480
10599	18351
10600	18524
10601	1112
10602	18567
10603	20683
10604	18771
10605	20669
10607	20470
10608	20294
10609	20295
10610	20299
10612	20296
10614	20297
10615	20687
10616	1138
10617	18466
10618	20402
10619	20413
10620	20342
10621	20695
10622	5990
10622	1155
10623	20267
10624	1145
10625	20409
10626	18881
10627	20581
10628	20400
10629	20401
10630	20582
10349	1037
10350	1047
10355	1040
10353	1048
10357	1044
10354	1050
10354	63152
10354	15670
10359	1049
10362	1127
10361	1128
10363	1125
10363	7399
10363	7389
10363	16837
10360	1126
10356	1043
10358	1045
10364	1046
10380	1009
10365	1008
10366	3297
10367	1130
10368	1129
10368	7336
10369	1131
10370	1163
10391	3237
10391	63082
10391	3951
10391	3239
10390	3917
10390	3241
10390	3240
10385	1015
10386	1014
10386	3272
10375	3398
10375	3394
10387	3295
10388	3284
10379	3253
10249	7780
10248	7776
10384	3274
10383	1013
10383	3445
10382	1012
10376	1016
10374	3399
10341	1011
10195	5582
10381	1010
10371	3249
10378	3252
10389	3336
10373	3351
10631	3353
10372	3343
10250	3362
10250	3365
10634	1376
10635	1377
10636	16071
10637	17426
10638	1139
10638	20300
10639	1146
10640	1111
10641	18683
10642	15481
10643	18464
10644	18726
10645	17307
