1	2 	3	4
514	10057	10294	0
515	10057	10312	0
516	10057	10313	0
517	10057	10314	0
518	10057	10315	0
519	10057	10316	0
520	10057	10317	0
521	10057	10330	0
522	10057	10331	0
523	10057	10332	0
524	10057	10336	0
525	10057	10337	0
526	10057	10338	0
527	10057	10339	1
528	10057	10339	0
529	10057	10340	0
530	10057	10342	0
531	10057	10343	0
532	10057	10344	0
533	10057	10345	0
534	10057	10398	0
535	10058	10022	1
536	10058	10022	1
588	10058	10022	1
589	10058	10022	0
537	10058	10025	1
538	10058	10025	1
590	10058	10025	1
591	10058	10025	0
539	10058	10053	1
592	10058	10053	0
540	10058	10054	1
593	10058	10054	0
541	10058	10055	1
542	10058	10055	1
594	10058	10055	1
595	10058	10055	0
543	10058	10056	1
596	10058	10056	0
544	10058	10057	1
597	10058	10057	0
545	10058	10059	1
598	10058	10059	0
546	10058	10060	1
599	10058	10060	0
547	10058	10061	1
600	10058	10061	0
548	10058	10196	1
601	10058	10196	0
549	10058	10197	1
602	10058	10197	0
550	10058	10198	1
603	10058	10198	0
551	10058	10199	1
604	10058	10199	0
552	10058	10200	1
553	10058	10200	1
605	10058	10200	1
606	10058	10200	0
554	10058	10201	1
607	10058	10201	0
555	10058	10202	1
556	10058	10202	1
608	10058	10202	1
609	10058	10202	0
557	10058	10203	1
558	10058	10203	1
610	10058	10203	1
611	10058	10203	0
559	10058	10204	1
612	10058	10204	0
560	10058	10205	1
561	10058	10205	1
613	10058	10205	1
614	10058	10205	0
562	10058	10211	1
563	10058	10211	1
615	10058	10211	1
616	10058	10211	0
564	10058	10213	1
565	10058	10213	1
617	10058	10213	1
618	10058	10213	0
566	10058	10294	1
567	10058	10294	1
619	10058	10294	1
620	10058	10294	0
568	10058	10312	1
621	10058	10312	0
569	10058	10313	1
622	10058	10313	0
570	10058	10314	1
623	10058	10314	0
571	10058	10315	1
624	10058	10315	0
572	10058	10316	1
625	10058	10316	0
573	10058	10317	1
626	10058	10317	0
574	10058	10330	1
627	10058	10330	0
575	10058	10331	1
628	10058	10331	0
576	10058	10332	1
629	10058	10332	0
577	10058	10336	1
630	10058	10336	0
578	10058	10337	1
631	10058	10337	0
579	10058	10338	1
632	10058	10338	0
580	10058	10339	1
581	10058	10339	1
633	10058	10339	1
634	10058	10339	0
582	10058	10340	1
635	10058	10340	0
583	10058	10342	1
636	10058	10342	0
584	10058	10343	1
637	10058	10343	0
585	10058	10344	1
638	10058	10344	0
586	10058	10345	1
639	10058	10345	0
587	10058	10398	1
640	10058	10398	0
641	10059	10022	1
642	10059	10022	0
643	10059	10025	1
644	10059	10025	0
645	10059	10053	0
646	10059	10054	0
647	10059	10055	1
648	10059	10055	0
649	10059	10056	0
650	10059	10057	0
651	10059	10058	1
652	10059	10058	0
653	10059	10060	0
654	10059	10061	0
655	10059	10196	0
656	10059	10197	0
657	10059	10198	0
658	10059	10199	0
659	10059	10200	1
660	10059	10200	0
661	10059	10201	0
662	10059	10202	1
663	10059	10202	0
664	10059	10203	1
665	10059	10203	0
666	10059	10204	0
667	10059	10205	1
668	10059	10205	0
669	10059	10211	1
670	10059	10211	0
671	10059	10213	1
672	10059	10213	0
673	10059	10294	1
674	10059	10294	0
675	10059	10312	0
676	10059	10313	0
677	10059	10314	0
678	10059	10315	0
679	10059	10316	0
680	10059	10317	0
681	10059	10330	0
682	10059	10331	0
683	10059	10332	0
684	10059	10336	0
685	10059	10337	0
686	10059	10338	0
687	10059	10339	1
688	10059	10339	0
689	10059	10340	0
690	10059	10342	0
691	10059	10343	0
692	10059	10344	0
693	10059	10345	0
694	10059	10398	0
695	10060	10022	1
696	10060	10022	0
697	10060	10025	1
698	10060	10025	0
699	10060	10053	0
700	10060	10054	0
701	10060	10055	1
702	10060	10055	0
703	10060	10056	0
704	10060	10057	0
705	10060	10058	1
706	10060	10058	0
707	10060	10059	0
708	10060	10061	0
709	10060	10196	0
710	10060	10197	0
711	10060	10198	0
712	10060	10199	0
713	10060	10200	1
714	10060	10200	0
715	10060	10201	0
716	10060	10202	1
717	10060	10202	0
718	10060	10203	1
719	10060	10203	0
720	10060	10204	0
721	10060	10205	1
722	10060	10205	0
723	10060	10211	1
724	10060	10211	0
725	10060	10213	1
726	10060	10213	0
727	10060	10294	1
728	10060	10294	0
729	10060	10312	0
730	10060	10313	0
731	10060	10314	0
732	10060	10315	0
733	10060	10316	0
734	10060	10317	0
735	10060	10330	0
736	10060	10331	0
737	10060	10332	0
738	10060	10336	0
739	10060	10337	0
740	10060	10338	0
741	10060	10339	1
742	10060	10339	0
743	10060	10340	0
744	10060	10342	0
745	10060	10343	0
746	10060	10344	0
747	10060	10345	0
748	10060	10398	0
749	10061	10022	1
750	10061	10022	0
751	10061	10025	1
752	10061	10025	0
753	10061	10053	0
754	10061	10054	0
755	10061	10055	1
756	10061	10055	0
757	10061	10056	0
758	10061	10057	0
759	10061	10058	1
760	10061	10058	0
761	10061	10059	0
762	10061	10060	0
763	10061	10196	0
764	10061	10197	0
765	10061	10198	0
766	10061	10199	0
767	10061	10200	1
768	10061	10200	0
769	10061	10201	0
770	10061	10202	1
771	10061	10202	0
772	10061	10203	1
773	10061	10203	0
774	10061	10204	0
775	10061	10205	1
776	10061	10205	0
777	10061	10211	1
778	10061	10211	0
779	10061	10213	1
780	10061	10213	0
781	10061	10294	1
782	10061	10294	0
783	10061	10312	0
784	10061	10313	0
785	10061	10314	0
786	10061	10315	0
787	10061	10316	0
788	10061	10317	0
789	10061	10330	0
790	10061	10331	0
791	10061	10332	0
792	10061	10336	0
793	10061	10337	0
794	10061	10338	0
795	10061	10339	1
796	10061	10339	0
797	10061	10340	0
798	10061	10342	0
799	10061	10343	0
800	10061	10344	0
801	10061	10345	0
802	10061	10398	0
803	10196	10022	1
804	10196	10022	0
805	10196	10025	1
806	10196	10025	0
807	10196	10053	0
808	10196	10054	0
809	10196	10055	1
810	10196	10055	0
811	10196	10056	0
812	10196	10057	0
813	10196	10058	1
814	10196	10058	0
815	10196	10059	0
816	10196	10060	0
817	10196	10061	0
818	10196	10197	0
819	10196	10198	0
820	10196	10199	0
821	10196	10200	1
822	10196	10200	0
823	10196	10201	0
824	10196	10202	1
825	10196	10202	0
826	10196	10203	1
827	10196	10203	0
828	10196	10204	0
829	10196	10205	1
830	10196	10205	0
831	10196	10211	1
832	10196	10211	0
833	10196	10213	1
834	10196	10213	0
835	10196	10294	1
836	10196	10294	0
837	10196	10312	0
838	10196	10313	0
839	10196	10314	0
840	10196	10315	0
841	10196	10316	0
842	10196	10317	0
843	10196	10330	0
844	10196	10331	0
845	10196	10332	0
846	10196	10336	0
847	10196	10337	0
848	10196	10338	0
849	10196	10339	1
850	10196	10339	0
851	10196	10340	0
852	10196	10342	0
853	10196	10343	0
854	10196	10344	0
855	10196	10345	0
856	10196	10398	0
857	10197	10022	1
858	10197	10022	0
859	10197	10025	1
860	10197	10025	0
861	10197	10053	0
862	10197	10054	0
863	10197	10055	1
864	10197	10055	0
865	10197	10056	0
866	10197	10057	0
867	10197	10058	1
868	10197	10058	0
869	10197	10059	0
870	10197	10060	0
871	10197	10061	0
872	10197	10196	0
873	10197	10198	0
874	10197	10199	0
875	10197	10200	1
876	10197	10200	0
877	10197	10201	0
878	10197	10202	1
879	10197	10202	0
880	10197	10203	1
881	10197	10203	0
882	10197	10204	0
883	10197	10205	1
884	10197	10205	0
885	10197	10211	1
886	10197	10211	0
887	10197	10213	1
888	10197	10213	0
889	10197	10294	1
890	10197	10294	0
891	10197	10312	0
892	10197	10313	0
893	10197	10314	0
894	10197	10315	0
895	10197	10316	0
896	10197	10317	0
897	10197	10330	0
898	10197	10331	0
899	10197	10332	0
900	10197	10336	0
901	10197	10337	0
902	10197	10338	0
903	10197	10339	1
904	10197	10339	0
905	10197	10340	0
906	10197	10342	0
907	10197	10343	0
908	10197	10344	0
909	10197	10345	0
910	10197	10398	0
911	10198	10022	1
912	10198	10022	0
913	10198	10025	1
914	10198	10025	0
915	10198	10053	0
916	10198	10054	0
917	10198	10055	1
918	10198	10055	0
919	10198	10056	0
920	10198	10057	0
921	10198	10058	1
922	10198	10058	0
923	10198	10059	0
924	10198	10060	0
925	10198	10061	0
926	10198	10196	0
927	10198	10197	0
928	10198	10199	0
929	10198	10200	1
930	10198	10200	0
931	10198	10201	0
932	10198	10202	1
933	10198	10202	0
934	10198	10203	1
935	10198	10203	0
936	10198	10204	0
937	10198	10205	1
938	10198	10205	0
939	10198	10211	1
940	10198	10211	0
941	10198	10213	1
942	10198	10213	0
943	10198	10294	1
944	10198	10294	0
945	10198	10312	0
946	10198	10313	0
947	10198	10314	0
948	10198	10315	0
949	10198	10316	0
950	10198	10317	0
951	10198	10330	0
952	10198	10331	0
953	10198	10332	0
954	10198	10336	0
955	10198	10337	0
956	10198	10338	0
957	10198	10339	1
958	10198	10339	0
959	10198	10340	0
960	10198	10342	0
961	10198	10343	0
962	10198	10344	0
963	10198	10345	0
964	10198	10398	0
965	10199	10022	1
966	10199	10022	0
967	10199	10025	1
968	10199	10025	0
969	10199	10053	0
970	10199	10054	0
971	10199	10055	1
972	10199	10055	0
973	10199	10056	0
974	10199	10057	0
975	10199	10058	1
976	10199	10058	0
977	10199	10059	0
978	10199	10060	0
979	10199	10061	0
980	10199	10196	0
981	10199	10197	0
982	10199	10198	0
983	10199	10200	1
984	10199	10200	0
985	10199	10201	0
986	10199	10202	1
987	10199	10202	0
988	10199	10203	1
989	10199	10203	0
990	10199	10204	0
991	10199	10205	1
992	10199	10205	0
993	10199	10211	1
994	10199	10211	0
995	10199	10213	1
996	10199	10213	0
997	10199	10294	1
998	10199	10294	0
999	10199	10312	0
1000	10199	10313	0
1001	10199	10314	0
1002	10199	10315	0
1003	10199	10316	0
1004	10199	10317	0
1005	10199	10330	0
1006	10199	10331	0
1007	10199	10332	0
1008	10199	10336	0
1009	10199	10337	0
1010	10199	10338	0
1011	10199	10339	1
1012	10199	10339	0
1013	10199	10340	0
1014	10199	10342	0
1015	10199	10343	0
1016	10199	10344	0
1017	10199	10345	0
1018	10199	10398	0
1019	10200	10022	1
1020	10200	10022	1
1072	10200	10022	1
1073	10200	10022	0
1021	10200	10025	1
1022	10200	10025	1
1074	10200	10025	1
1075	10200	10025	0
1023	10200	10053	1
1076	10200	10053	0
1024	10200	10054	1
1077	10200	10054	0
1025	10200	10055	1
1026	10200	10055	1
1078	10200	10055	1
1079	10200	10055	0
1027	10200	10056	1
1080	10200	10056	0
1028	10200	10057	1
1081	10200	10057	0
1029	10200	10058	1
1030	10200	10058	1
1082	10200	10058	1
1083	10200	10058	0
1031	10200	10059	1
1084	10200	10059	0
1032	10200	10060	1
1085	10200	10060	0
1033	10200	10061	1
1086	10200	10061	0
1034	10200	10196	1
1087	10200	10196	0
1035	10200	10197	1
1088	10200	10197	0
1036	10200	10198	1
1089	10200	10198	0
1037	10200	10199	1
1090	10200	10199	0
1038	10200	10201	1
1091	10200	10201	0
1039	10200	10202	1
1040	10200	10202	1
1092	10200	10202	1
1093	10200	10202	0
1041	10200	10203	1
1042	10200	10203	1
1094	10200	10203	1
1095	10200	10203	0
1043	10200	10204	1
1096	10200	10204	0
1044	10200	10205	1
1045	10200	10205	1
1097	10200	10205	1
1098	10200	10205	0
1046	10200	10211	1
1047	10200	10211	1
1099	10200	10211	1
1100	10200	10211	0
1048	10200	10213	1
1049	10200	10213	1
1101	10200	10213	1
1102	10200	10213	0
1050	10200	10294	1
1051	10200	10294	1
1103	10200	10294	1
1104	10200	10294	0
1052	10200	10312	1
1105	10200	10312	0
1053	10200	10313	1
1106	10200	10313	0
1054	10200	10314	1
1107	10200	10314	0
1055	10200	10315	1
1108	10200	10315	0
1056	10200	10316	1
1109	10200	10316	0
1057	10200	10317	1
1110	10200	10317	0
1058	10200	10330	1
1111	10200	10330	0
1059	10200	10331	1
1112	10200	10331	0
1060	10200	10332	1
1113	10200	10332	0
1061	10200	10336	1
1114	10200	10336	0
1062	10200	10337	1
1115	10200	10337	0
1063	10200	10338	1
1116	10200	10338	0
1064	10200	10339	1
1065	10200	10339	1
1117	10200	10339	1
1118	10200	10339	0
1066	10200	10340	1
1119	10200	10340	0
1067	10200	10342	1
1120	10200	10342	0
1068	10200	10343	1
1121	10200	10343	0
1069	10200	10344	1
1122	10200	10344	0
1070	10200	10345	1
1123	10200	10345	0
1071	10200	10398	1
1124	10200	10398	0
1125	10201	10022	1
1126	10201	10022	0
1127	10201	10025	1
1128	10201	10025	0
1129	10201	10053	0
1130	10201	10054	0
1131	10201	10055	1
1132	10201	10055	0
1133	10201	10056	0
1134	10201	10057	0
1135	10201	10058	1
1136	10201	10058	0
1137	10201	10059	0
1138	10201	10060	0
1139	10201	10061	0
1140	10201	10196	0
1141	10201	10197	0
1142	10201	10198	0
1143	10201	10199	0
1144	10201	10200	1
1145	10201	10200	0
1146	10201	10202	1
1147	10201	10202	0
1148	10201	10203	1
1149	10201	10203	0
1150	10201	10204	0
1151	10201	10205	1
1152	10201	10205	0
1153	10201	10211	1
1154	10201	10211	0
1155	10201	10213	1
1156	10201	10213	0
1157	10201	10294	1
1158	10201	10294	0
1159	10201	10312	0
1160	10201	10313	0
1161	10201	10314	0
1162	10201	10315	0
1163	10201	10316	0
1164	10201	10317	0
1165	10201	10330	0
1166	10201	10331	0
1167	10201	10332	0
1168	10201	10336	0
1169	10201	10337	0
1170	10201	10338	0
1171	10201	10339	1
1172	10201	10339	0
1173	10201	10340	0
1174	10201	10342	0
1175	10201	10343	0
1176	10201	10344	0
1177	10201	10345	0
1178	10201	10398	0
1179	10202	10022	1
1180	10202	10022	1
1232	10202	10022	1
1233	10202	10022	0
1181	10202	10025	1
1182	10202	10025	1
1234	10202	10025	1
1235	10202	10025	0
1183	10202	10053	1
1236	10202	10053	0
1184	10202	10054	1
1237	10202	10054	0
1185	10202	10055	1
1186	10202	10055	1
1238	10202	10055	1
1239	10202	10055	0
1187	10202	10056	1
1240	10202	10056	0
1188	10202	10057	1
1241	10202	10057	0
1189	10202	10058	1
1190	10202	10058	1
1242	10202	10058	1
1243	10202	10058	0
1191	10202	10059	1
1244	10202	10059	0
1192	10202	10060	1
1245	10202	10060	0
1193	10202	10061	1
1246	10202	10061	0
1194	10202	10196	1
1247	10202	10196	0
1195	10202	10197	1
1248	10202	10197	0
1196	10202	10198	1
1249	10202	10198	0
1197	10202	10199	1
1250	10202	10199	0
1198	10202	10200	1
1199	10202	10200	1
1251	10202	10200	1
1252	10202	10200	0
1200	10202	10201	1
1253	10202	10201	0
1201	10202	10203	1
1202	10202	10203	1
1254	10202	10203	1
1255	10202	10203	0
1203	10202	10204	1
1256	10202	10204	0
1204	10202	10205	1
1205	10202	10205	1
1257	10202	10205	1
1258	10202	10205	0
1206	10202	10211	1
1207	10202	10211	1
1259	10202	10211	1
1260	10202	10211	0
1208	10202	10213	1
1209	10202	10213	1
1261	10202	10213	1
1262	10202	10213	0
1210	10202	10294	1
1211	10202	10294	1
1263	10202	10294	1
1264	10202	10294	0
1212	10202	10312	1
1265	10202	10312	0
1213	10202	10313	1
1266	10202	10313	0
1214	10202	10314	1
1267	10202	10314	0
1215	10202	10315	1
1268	10202	10315	0
1216	10202	10316	1
1269	10202	10316	0
1217	10202	10317	1
1270	10202	10317	0
1218	10202	10330	1
1271	10202	10330	0
1219	10202	10331	1
1272	10202	10331	0
1220	10202	10332	1
1273	10202	10332	0
1221	10202	10336	1
1274	10202	10336	0
1222	10202	10337	1
1275	10202	10337	0
1223	10202	10338	1
1276	10202	10338	0
1224	10202	10339	1
1225	10202	10339	1
1277	10202	10339	1
1278	10202	10339	0
1226	10202	10340	1
1279	10202	10340	0
1227	10202	10342	1
1280	10202	10342	0
1228	10202	10343	1
1281	10202	10343	0
1229	10202	10344	1
1282	10202	10344	0
1230	10202	10345	1
1283	10202	10345	0
1231	10202	10398	1
1284	10202	10398	0
1285	10203	10022	1
1286	10203	10022	1
1338	10203	10022	1
1339	10203	10022	0
1287	10203	10025	1
1288	10203	10025	1
1340	10203	10025	1
1341	10203	10025	0
1289	10203	10053	1
1342	10203	10053	0
1290	10203	10054	1
1343	10203	10054	0
1291	10203	10055	1
1292	10203	10055	1
1344	10203	10055	1
1345	10203	10055	0
1293	10203	10056	1
1346	10203	10056	0
1294	10203	10057	1
1347	10203	10057	0
1295	10203	10058	1
1296	10203	10058	1
1348	10203	10058	1
1349	10203	10058	0
1297	10203	10059	1
1350	10203	10059	0
1298	10203	10060	1
1351	10203	10060	0
1299	10203	10061	1
1352	10203	10061	0
1300	10203	10196	1
1353	10203	10196	0
1301	10203	10197	1
1354	10203	10197	0
1302	10203	10198	1
1355	10203	10198	0
1303	10203	10199	1
1356	10203	10199	0
1304	10203	10200	1
1305	10203	10200	1
1357	10203	10200	1
1358	10203	10200	0
1306	10203	10201	1
1359	10203	10201	0
1307	10203	10202	1
1308	10203	10202	1
1360	10203	10202	1
1361	10203	10202	0
1309	10203	10204	1
1362	10203	10204	0
1310	10203	10205	1
1311	10203	10205	1
1363	10203	10205	1
1364	10203	10205	0
1312	10203	10211	1
1313	10203	10211	1
1365	10203	10211	1
1366	10203	10211	0
1314	10203	10213	1
1315	10203	10213	1
1367	10203	10213	1
1368	10203	10213	0
1316	10203	10294	1
1317	10203	10294	1
1369	10203	10294	1
1370	10203	10294	0
1318	10203	10312	1
1371	10203	10312	0
1319	10203	10313	1
1372	10203	10313	0
1320	10203	10314	1
1373	10203	10314	0
1321	10203	10315	1
1374	10203	10315	0
1322	10203	10316	1
1375	10203	10316	0
