0	3	4	5	6	7	8
1	0.020052833	0.012631584	0.01687431	0.013100982	0.01482384	0.014822406
2	0.020685863	0.01225668	0.017307996	0.012601897	0.015331506	0.015447297
3	0.021407091	0.012114559	0.017485412	0.013600067	0.016042238	0.016097183
4	0.021915649	0.012129261	0.018983599	0.014847779	0.016786814	0.0165721
5	0.022080664	0.012168467	0.018747043	0.014390284	0.016651437	0.017097008
6	0.022294756	0.012344892	0.019377858	0.015346864	0.017260636	0.017696903
7	0.022645412	0.01239635	0.01965384	0.015014141	0.017700613	0.017896868
8	0.02336095	0.012428205	0.019791831	0.015762768	0.018411345	0.018396781
9	0.02387093	0.012082704	0.020619776	0.016469805	0.01922361	0.018821706
10	0.023639767	0.011808265	0.019890396	0.01588754	0.017937523	0.019321619
11	0.023137611	0.01101925	0.019318719	0.015014141	0.017429858	0.019471592
12	0.023199491	0.010526728	0.019299006	0.015014141	0.017023725	0.019621566
13	0.023665373	0.010306196	0.019614414	0.015513226	0.01814059	0.020471418
14	0.023358816	0.010073413	0.019949535	0.015263683	0.018580567	0.020996326
15	0.022416383	0.009730363	0.018865321	0.014806189	0.017125258	0.020496413
16	0.021247055	0.008823731	0.017623403	0.013516886	0.015534572	0.01897168
