0,1,2
840,10196,10055
841,10196,10056
842,10196,10057
843,10196,10058
844,10196,10058
845,10196,10059
846,10196,10060
847,10196,10061
848,10196,10197
849,10196,10198
850,10196,10199
851,10196,10200
852,10196,10200
853,10196,10201
854,10196,10202
855,10196,10202
856,10196,10203
857,10196,10203
858,10196,10204
859,10196,10205
860,10196,10205
861,10196,10211
862,10196,10211
863,10196,10213
864,10196,10213
865,10196,10294
866,10196,10294
867,10196,10312
868,10196,10313
869,10196,10314
870,10196,10315
871,10196,10316
872,10196,10317
873,10196,10330
874,10196,10331
875,10196,10332
876,10196,10336
877,10196,10337
878,10196,10338
879,10196,10339
880,10196,10339
881,10196,10340
882,10196,10342
883,10196,10343
884,10196,10344
885,10196,10345
886,10196,10398
887,10196,10207
888,10196,10206
889,10197,10022
890,10197,10022
891,10197,10025
892,10197,10025
893,10197,10053
894,10197,10054
895,10197,10055
896,10197,10055
897,10197,10056
898,10197,10057
899,10197,10058
900,10197,10058
901,10197,10059
902,10197,10060
903,10197,10061
904,10197,10196
905,10197,10198
906,10197,10199
907,10197,10200
908,10197,10200
909,10197,10201
910,10197,10202
911,10197,10202
912,10197,10203
913,10197,10203
914,10197,10204
915,10197,10205
916,10197,10205
917,10197,10211
918,10197,10211
919,10197,10213
920,10197,10213
921,10197,10294
922,10197,10294
923,10197,10312
924,10197,10313
925,10197,10314
926,10197,10315
927,10197,10316
928,10197,10317
929,10197,10330
930,10197,10331
931,10197,10332
932,10197,10336
933,10197,10337
934,10197,10338
935,10197,10339
936,10197,10339
937,10197,10340
938,10197,10342
939,10197,10343
940,10197,10344
941,10197,10345
942,10197,10398
943,10197,10207
944,10197,10206
945,10198,10022
946,10198,10022
947,10198,10025
948,10198,10025
949,10198,10053
950,10198,10054
951,10198,10055
952,10198,10055
953,10198,10056
954,10198,10057
955,10198,10058
956,10198,10058
957,10198,10059
958,10198,10060
959,10198,10061
960,10198,10196
961,10198,10197
962,10198,10199
963,10198,10200
964,10198,10200
965,10198,10201
966,10198,10202
967,10198,10202
968,10198,10203
969,10198,10203
970,10198,10204
971,10198,10205
972,10198,10205
973,10198,10211
974,10198,10211
975,10198,10213
976,10198,10213
977,10198,10294
978,10198,10294
979,10198,10312
980,10198,10313
981,10198,10314
982,10198,10315
983,10198,10316
984,10198,10317
985,10198,10330
986,10198,10331
987,10198,10332
988,10198,10336
989,10198,10337
990,10198,10338
991,10198,10339
992,10198,10339
993,10198,10340
994,10198,10342
995,10198,10343
996,10198,10344
997,10198,10345
998,10198,10398
999,10198,10207
1000,10198,10206
1001,10199,10022
1002,10199,10022
1003,10199,10025
1004,10199,10025
1005,10199,10053
1006,10199,10054
1007,10199,10055
1008,10199,10055
1009,10199,10056
1010,10199,10057
1011,10199,10058
1012,10199,10058
1013,10199,10059
1014,10199,10060
1015,10199,10061
1016,10199,10196
1017,10199,10197
1018,10199,10198
1019,10199,10200
1020,10199,10200
1021,10199,10201
1022,10199,10202
1023,10199,10202
1024,10199,10203
1025,10199,10203
1026,10199,10204
1027,10199,10205
1028,10199,10205
1029,10199,10211
1030,10199,10211
1031,10199,10213
1032,10199,10213
1033,10199,10294
1034,10199,10294
1035,10199,10312
1036,10199,10313
1037,10199,10314
1038,10199,10315
1039,10199,10316
1040,10199,10317
1041,10199,10330
1042,10199,10331
1043,10199,10332
1044,10199,10336
1045,10199,10337
1046,10199,10338
1047,10199,10339
1048,10199,10339
1049,10199,10340
1050,10199,10342
1051,10199,10343
1052,10199,10344
1053,10199,10345
1054,10199,10398
1055,10199,10207
1056,10199,10206
1057,10200,10022
1058,10200,10022
1059,10200,10025
1060,10200,10025
1061,10200,10053
1062,10200,10054
1063,10200,10055
1064,10200,10055
1065,10200,10056
1066,10200,10057
1067,10200,10058
1068,10200,10058
1069,10200,10059
1070,10200,10060
1071,10200,10061
1072,10200,10196
1073,10200,10197
1074,10200,10198
1075,10200,10199
1076,10200,10201
1077,10200,10202
1078,10200,10202
1079,10200,10203
1080,10200,10203
1081,10200,10204
1082,10200,10205
1083,10200,10205
1084,10200,10211
1085,10200,10211
1086,10200,10213
1087,10200,10213
1088,10200,10294
1089,10200,10294
1090,10200,10312
1091,10200,10313
1092,10200,10314
1093,10200,10315
1094,10200,10316
1095,10200,10317
1096,10200,10330
1097,10200,10331
1098,10200,10332
1099,10200,10336
1100,10200,10337
1101,10200,10338
1102,10200,10339
1103,10200,10339
1104,10200,10340
1105,10200,10342
1106,10200,10343
1107,10200,10344
1108,10200,10345
1109,10200,10398
1110,10200,10207
1111,10200,10206
1112,10200,10022
1113,10200,10022
1114,10200,10025
1115,10200,10025
1116,10200,10053
1117,10200,10054
1118,10200,10055
1119,10200,10055
1120,10200,10056
1121,10200,10057
1122,10200,10058
1123,10200,10058
1124,10200,10059
1125,10200,10060
1126,10200,10061
1127,10200,10196
1128,10200,10197
1129,10200,10198
1130,10200,10199
1131,10200,10201
1132,10200,10202
1133,10200,10202
1134,10200,10203
1135,10200,10203
1136,10200,10204
1137,10200,10205
1138,10200,10205
1139,10200,10211
1140,10200,10211
1141,10200,10213
1142,10200,10213
1143,10200,10294
1144,10200,10294
1145,10200,10312
1146,10200,10313
1147,10200,10314
1148,10200,10315
1149,10200,10316
1150,10200,10317
1151,10200,10330
1152,10200,10331
1153,10200,10332
1154,10200,10336
1155,10200,10337
1156,10200,10338
1157,10200,10339
1158,10200,10339
1159,10200,10340
1160,10200,10342
1161,10200,10343
1162,10200,10344
1163,10200,10345
1164,10200,10398
1165,10200,10207
1166,10200,10206
1167,10201,10022
1168,10201,10022
1169,10201,10025
1170,10201,10025
1171,10201,10053
1172,10201,10054
1173,10201,10055
1174,10201,10055
1175,10201,10056
1176,10201,10057
1177,10201,10058
1178,10201,10058
1179,10201,10059
1180,10201,10060
1181,10201,10061
1182,10201,10196
1183,10201,10197
1184,10201,10198
1185,10201,10199
1186,10201,10200
1187,10201,10200
1188,10201,10202
1189,10201,10202
1190,10201,10203
1191,10201,10203
1192,10201,10204
1193,10201,10205
1194,10201,10205
1195,10201,10211
1196,10201,10211
1197,10201,10213
1198,10201,10213
1199,10201,10294
1200,10201,10294
1201,10201,10312
1202,10201,10313
1203,10201,10314
1204,10201,10315
1205,10201,10316
1206,10201,10317
1207,10201,10330
1208,10201,10331
1209,10201,10332
1210,10201,10336
1211,10201,10337
1212,10201,10338
1213,10201,10339
1214,10201,10339
1215,10201,10340
1216,10201,10342
1217,10201,10343
1218,10201,10344
1219,10201,10345
1220,10201,10398
1221,10201,10207
1222,10201,10206
1223,10202,10022
1224,10202,10022
1225,10202,10025
1226,10202,10025
1227,10202,10053
1228,10202,10054
1229,10202,10055
1230,10202,10055
1231,10202,10056
1232,10202,10057
1233,10202,10058
1234,10202,10058
1235,10202,10059
1236,10202,10060
1237,10202,10061
1238,10202,10196
1239,10202,10197
1240,10202,10198
1241,10202,10199
1242,10202,10200
1243,10202,10200
1244,10202,10201
1245,10202,10203
1246,10202,10203
1247,10202,10204
1248,10202,10205
1249,10202,10205
1250,10202,10211
1251,10202,10211
1252,10202,10213
1253,10202,10213
1254,10202,10294
1255,10202,10294
1256,10202,10312
1257,10202,10313
1258,10202,10314
1259,10202,10315
1260,10202,10316
1261,10202,10317
1262,10202,10330
1263,10202,10331
1264,10202,10332
1265,10202,10336
1266,10202,10337
1267,10202,10338
1268,10202,10339
1269,10202,10339
1270,10202,10340
1271,10202,10342
1272,10202,10343
1273,10202,10344
1274,10202,10345
1275,10202,10398
1276,10202,10207
1277,10202,10206
1278,10202,10022
1279,10202,10022
1280,10202,10025
1281,10202,10025
1282,10202,10053
1283,10202,10054
1284,10202,10055
1285,10202,10055
1286,10202,10056
1287,10202,10057
1288,10202,10058
1289,10202,10058
1290,10202,10059
1291,10202,10060
1292,10202,10061
1293,10202,10196
1294,10202,10197
1295,10202,10198
1296,10202,10199
1297,10202,10200
1298,10202,10200
1299,10202,10201
1300,10202,10203
1301,10202,10203
1302,10202,10204
1303,10202,10205
1304,10202,10205
1305,10202,10211
1306,10202,10211
1307,10202,10213
1308,10202,10213
1309,10202,10294
1310,10202,10294
1311,10202,10312
1312,10202,10313
1313,10202,10314
1314,10202,10315
1315,10202,10316
1316,10202,10317
1317,10202,10330
1318,10202,10331
1319,10202,10332
1320,10202,10336
1321,10202,10337
1322,10202,10338
1323,10202,10339
1324,10202,10339
1325,10202,10340
1326,10202,10342
1327,10202,10343
1328,10202,10344
1329,10202,10345
1330,10202,10398
1331,10202,10207
1332,10202,10206
1333,10203,10022
1334,10203,10022
1335,10203,10025
1336,10203,10025
1337,10203,10053
1338,10203,10054
1339,10203,10055
1340,10203,10055
1341,10203,10056
1342,10203,10057
1343,10203,10058
1344,10203,10058
1345,10203,10059
1346,10203,10060
1347,10203,10061
1348,10203,10196
1349,10203,10197
1350,10203,10198
1351,10203,10199
1352,10203,10200
1353,10203,10200
1354,10203,10201
1355,10203,10202
1356,10203,10202
1357,10203,10204
1358,10203,10205
1359,10203,10205
1360,10203,10211
1361,10203,10211
1362,10203,10213
1363,10203,10213
1364,10203,10294
1365,10203,10294
1366,10203,10312
1367,10203,10313
1368,10203,10314
1369,10203,10315
1370,10203,10316
1371,10203,10317
1372,10203,10330
1373,10203,10331
1374,10203,10332
1375,10203,10336
1376,10203,10337
1377,10203,10338
1378,10203,10339
1379,10203,10339
1380,10203,10340
1381,10203,10342
1382,10203,10343
1383,10203,10344
1384,10203,10345
1385,10203,10398
1386,10203,10207
1387,10203,10206
1388,10203,10022
1389,10203,10022
1390,10203,10025
1391,10203,10025
1392,10203,10053
1393,10203,10054
1394,10203,10055
1395,10203,10055
1396,10203,10056
1397,10203,10057
1398,10203,10058
1399,10203,10058
1400,10203,10059
1401,10203,10060
1402,10203,10061
1403,10203,10196
1404,10203,10197
1405,10203,10198
1406,10203,10199
1407,10203,10200
1408,10203,10200
1409,10203,10201
1410,10203,10202
1411,10203,10202
1412,10203,10204
1413,10203,10205
1414,10203,10205
1415,10203,10211
1416,10203,10211
1417,10203,10213
1418,10203,10213
1419,10203,10294
1420,10203,10294
1421,10203,10312
1422,10203,10313
1423,10203,10314
1424,10203,10315
1425,10203,10316
1426,10203,10317
1427,10203,10330
1428,10203,10331
1429,10203,10332
1430,10203,10336
1431,10203,10337
1432,10203,10338
1433,10203,10339
1434,10203,10339
1435,10203,10340
1436,10203,10342
1437,10203,10343
1438,10203,10344
1439,10203,10345
1440,10203,10398
1441,10203,10207
1442,10203,10206
1443,10204,10022
1444,10204,10022
1445,10204,10025
1446,10204,10025
1447,10204,10053
1448,10204,10054
1449,10204,10055
1450,10204,10055
1451,10204,10056
1452,10204,10057
1453,10204,10058
1454,10204,10058
1455,10204,10059
1456,10204,10060
1457,10204,10061
1458,10204,10196
1459,10204,10197
1460,10204,10198
1461,10204,10199
1462,10204,10200
1463,10204,10200
1464,10204,10201
1465,10204,10202
1466,10204,10202
1467,10204,10203
1468,10204,10203
1469,10204,10205
1470,10204,10205
1471,10204,10211
1472,10204,10211
1473,10204,10213
1474,10204,10213
1475,10204,10294
1476,10204,10294
1477,10204,10312
1478,10204,10313
1479,10204,10314
1480,10204,10315
1481,10204,10316
1482,10204,10317
1483,10204,10330
1484,10204,10331
1485,10204,10332
1486,10204,10336
1487,10204,10337
1488,10204,10338
1489,10204,10339
1490,10204,10339
1491,10204,10340
1492,10204,10342
1493,10204,10343
1494,10204,10344
1495,10204,10345
1496,10204,10398
1497,10204,10207
1498,10204,10206
1499,10205,10022
1500,10205,10022
1501,10205,10025
1502,10205,10025
1503,10205,10053
1504,10205,10054
1505,10205,10055
1506,10205,10055
1507,10205,10056
1508,10205,10057
1509,10205,10058
1510,10205,10058
1511,10205,10059
1512,10205,10060
1513,10205,10061
1514,10205,10196
1515,10205,10197
1516,10205,10198
1517,10205,10199
1518,10205,10200
1519,10205,10200
1520,10205,10201
1521,10205,10202
1522,10205,10202
1523,10205,10203
1524,10205,10203
1525,10205,10204
1526,10205,10211
1527,10205,10211
1528,10205,10213
1529,10205,10213
1530,10205,10294
1531,10205,10294
1532,10205,10312
1533,10205,10313
1534,10205,10314
1535,10205,10315
1536,10205,10316
1537,10205,10317
1538,10205,10330
1539,10205,10331
1540,10205,10332
1541,10205,10336
1542,10205,10337
1543,10205,10338
1544,10205,10339
1545,10205,10339
1546,10205,10340
1547,10205,10342
1548,10205,10343
1549,10205,10344
1550,10205,10345
1551,10205,10398
1552,10205,10207
1553,10205,10206
1554,10205,10022
1555,10205,10022
1556,10205,10025
1557,10205,10025
1558,10205,10053
1559,10205,10054
1560,10205,10055
1561,10205,10055
1562,10205,10056
1563,10205,10057
1564,10205,10058
1565,10205,10058
1566,10205,10059
1567,10205,10060
1568,10205,10061
1569,10205,10196
1570,10205,10197
1571,10205,10198
1572,10205,10199
1573,10205,10200
1574,10205,10200
1575,10205,10201
1576,10205,10202
1577,10205,10202
1578,10205,10203
1579,10205,10203
1580,10205,10204
1581,10205,10211
1582,10205,10211
1583,10205,10213
1584,10205,10213
1585,10205,10294
1586,10205,10294
1587,10205,10312
1588,10205,10313
1589,10205,10314
1590,10205,10315
1591,10205,10316
1592,10205,10317
1593,10205,10330
1594,10205,10331
1595,10205,10332
1596,10205,10336
1597,10205,10337
1598,10205,10338
1599,10205,10339
1600,10205,10339
1601,10205,10340
1602,10205,10342
1603,10205,10343
1604,10205,10344
1605,10205,10345
1606,10205,10398
1607,10205,10207
1608,10205,10206
1609,10211,10022
1610,10211,10022
1611,10211,10025
1612,10211,10025
1613,10211,10053
1614,10211,10054
1615,10211,10055
1616,10211,10055
1617,10211,10056
1618,10211,10057
1619,10211,10058
1620,10211,10058
1621,10211,10059
1622,10211,10060
1623,10211,10061
1624,10211,10196
1625,10211,10197
1626,10211,10198
1627,10211,10199
1628,10211,10200
1629,10211,10200
1630,10211,10201
1631,10211,10202
1632,10211,10202
1633,10211,10203
1634,10211,10203
1635,10211,10204
1636,10211,10205
1637,10211,10205
1638,10211,10213
1639,10211,10213
1640,10211,10294
1641,10211,10294
1642,10211,10312
1643,10211,10313
1644,10211,10314
1645,10211,10315
1646,10211,10316
1647,10211,10317
1648,10211,10330
1649,10211,10331
1650,10211,10332
1651,10211,10336
1652,10211,10337
1653,10211,10338
1654,10211,10339
1655,10211,10339
1656,10211,10340
1657,10211,10342
1658,10211,10343
1659,10211,10344
1660,10211,10345
1661,10211,10398
1662,10211,10207
1663,10211,10206
