0,1,2
1664,10211,10022
1665,10211,10022
1666,10211,10025
1667,10211,10025
1668,10211,10053
1669,10211,10054
1670,10211,10055
1671,10211,10055
1672,10211,10056
1673,10211,10057
1674,10211,10058
1675,10211,10058
1676,10211,10059
1677,10211,10060
1678,10211,10061
1679,10211,10196
1680,10211,10197
1681,10211,10198
1682,10211,10199
1683,10211,10200
1684,10211,10200
1685,10211,10201
1686,10211,10202
1687,10211,10202
1688,10211,10203
1689,10211,10203
1690,10211,10204
1691,10211,10205
1692,10211,10205
1693,10211,10213
1694,10211,10213
1695,10211,10294
1696,10211,10294
1697,10211,10312
1698,10211,10313
1699,10211,10314
1700,10211,10315
1701,10211,10316
1702,10211,10317
1703,10211,10330
1704,10211,10331
1705,10211,10332
1706,10211,10336
1707,10211,10337
1708,10211,10338
1709,10211,10339
1710,10211,10339
1711,10211,10340
1712,10211,10342
1713,10211,10343
1714,10211,10344
1715,10211,10345
1716,10211,10398
1717,10211,10207
1718,10211,10206
1719,10213,10022
1720,10213,10022
1721,10213,10025
1722,10213,10025
1723,10213,10053
1724,10213,10054
1725,10213,10055
1726,10213,10055
1727,10213,10056
1728,10213,10057
1729,10213,10058
1730,10213,10058
1731,10213,10059
1732,10213,10060
1733,10213,10061
1734,10213,10196
1735,10213,10197
1736,10213,10198
1737,10213,10199
1738,10213,10200
1739,10213,10200
1740,10213,10201
1741,10213,10202
1742,10213,10202
1743,10213,10203
1744,10213,10203
1745,10213,10204
1746,10213,10205
1747,10213,10205
1748,10213,10211
1749,10213,10211
1750,10213,10294
1751,10213,10294
1752,10213,10312
1753,10213,10313
1754,10213,10314
1755,10213,10315
1756,10213,10316
1757,10213,10317
1758,10213,10330
1759,10213,10331
1760,10213,10332
1761,10213,10336
1762,10213,10337
1763,10213,10338
1764,10213,10339
1765,10213,10339
1766,10213,10340
1767,10213,10342
1768,10213,10343
1769,10213,10344
1770,10213,10345
1771,10213,10398
1772,10213,10207
1773,10213,10206
1774,10213,10022
1775,10213,10022
1776,10213,10025
1777,10213,10025
1778,10213,10053
1779,10213,10054
1780,10213,10055
1781,10213,10055
1782,10213,10056
1783,10213,10057
1784,10213,10058
1785,10213,10058
1786,10213,10059
1787,10213,10060
1788,10213,10061
1789,10213,10196
1790,10213,10197
1791,10213,10198
1792,10213,10199
1793,10213,10200
1794,10213,10200
1795,10213,10201
1796,10213,10202
1797,10213,10202
1798,10213,10203
1799,10213,10203
1800,10213,10204
1801,10213,10205
1802,10213,10205
1803,10213,10211
1804,10213,10211
1805,10213,10294
1806,10213,10294
1807,10213,10312
1808,10213,10313
1809,10213,10314
1810,10213,10315
1811,10213,10316
1812,10213,10317
1813,10213,10330
1814,10213,10331
1815,10213,10332
1816,10213,10336
1817,10213,10337
1818,10213,10338
1819,10213,10339
1820,10213,10339
1821,10213,10340
1822,10213,10342
1823,10213,10343
1824,10213,10344
1825,10213,10345
1826,10213,10398
1827,10213,10207
1828,10213,10206
1829,10294,10022
1830,10294,10022
1831,10294,10025
1832,10294,10025
1833,10294,10053
1834,10294,10054
1835,10294,10055
1836,10294,10055
1837,10294,10056
1838,10294,10057
1839,10294,10058
1840,10294,10058
1841,10294,10059
1842,10294,10060
1843,10294,10061
1844,10294,10196
1845,10294,10197
1846,10294,10198
1847,10294,10199
1848,10294,10200
1849,10294,10200
1850,10294,10201
1851,10294,10202
1852,10294,10202
1853,10294,10203
1854,10294,10203
1855,10294,10204
1856,10294,10205
1857,10294,10205
1858,10294,10211
1859,10294,10211
1860,10294,10213
1861,10294,10213
1862,10294,10312
1863,10294,10313
1864,10294,10314
1865,10294,10315
1866,10294,10316
1867,10294,10317
1868,10294,10330
1869,10294,10331
1870,10294,10332
1871,10294,10336
1872,10294,10337
1873,10294,10338
1874,10294,10339
1875,10294,10339
1876,10294,10340
1877,10294,10342
1878,10294,10343
1879,10294,10344
1880,10294,10345
1881,10294,10398
1882,10294,10207
1883,10294,10206
1884,10294,10022
1885,10294,10022
1886,10294,10025
1887,10294,10025
1888,10294,10053
1889,10294,10054
1890,10294,10055
1891,10294,10055
1892,10294,10056
1893,10294,10057
1894,10294,10058
1895,10294,10058
1896,10294,10059
1897,10294,10060
1898,10294,10061
1899,10294,10196
1900,10294,10197
1901,10294,10198
1902,10294,10199
1903,10294,10200
1904,10294,10200
1905,10294,10201
1906,10294,10202
1907,10294,10202
1908,10294,10203
1909,10294,10203
1910,10294,10204
1911,10294,10205
1912,10294,10205
1913,10294,10211
1914,10294,10211
1915,10294,10213
1916,10294,10213
1917,10294,10312
1918,10294,10313
1919,10294,10314
1920,10294,10315
1921,10294,10316
1922,10294,10317
1923,10294,10330
1924,10294,10331
1925,10294,10332
1926,10294,10336
1927,10294,10337
1928,10294,10338
1929,10294,10339
1930,10294,10339
1931,10294,10340
1932,10294,10342
1933,10294,10343
1934,10294,10344
1935,10294,10345
1936,10294,10398
1937,10294,10207
1938,10294,10206
1939,10312,10022
1940,10312,10022
1941,10312,10025
1942,10312,10025
1943,10312,10053
1944,10312,10054
1945,10312,10055
1946,10312,10055
1947,10312,10056
1948,10312,10057
1949,10312,10058
1950,10312,10058
1951,10312,10059
1952,10312,10060
1953,10312,10061
1954,10312,10196
1955,10312,10197
1956,10312,10198
1957,10312,10199
1958,10312,10200
1959,10312,10200
1960,10312,10201
1961,10312,10202
1962,10312,10202
1963,10312,10203
1964,10312,10203
1965,10312,10204
1966,10312,10205
1967,10312,10205
1968,10312,10211
1969,10312,10211
1970,10312,10213
1971,10312,10213
1972,10312,10294
1973,10312,10294
1974,10312,10313
1975,10312,10314
1976,10312,10315
1977,10312,10316
1978,10312,10317
1979,10312,10330
1980,10312,10331
1981,10312,10332
1982,10312,10336
1983,10312,10337
1984,10312,10338
1985,10312,10339
1986,10312,10339
1987,10312,10340
1988,10312,10342
1989,10312,10343
1990,10312,10344
1991,10312,10345
1992,10312,10398
1993,10312,10207
1994,10312,10206
1995,10313,10022
1996,10313,10022
1997,10313,10025
1998,10313,10025
1999,10313,10053
2000,10313,10054
2001,10313,10055
2002,10313,10055
2003,10313,10056
2004,10313,10057
2005,10313,10058
2006,10313,10058
2007,10313,10059
2008,10313,10060
2009,10313,10061
2010,10313,10196
2011,10313,10197
2012,10313,10198
2013,10313,10199
2014,10313,10200
2015,10313,10200
2016,10313,10201
2017,10313,10202
2018,10313,10202
2019,10313,10203
2020,10313,10203
2021,10313,10204
2022,10313,10205
2023,10313,10205
2024,10313,10211
2025,10313,10211
2026,10313,10213
2027,10313,10213
2028,10313,10294
2029,10313,10294
2030,10313,10312
2031,10313,10314
2032,10313,10315
2033,10313,10316
2034,10313,10317
2035,10313,10330
2036,10313,10331
2037,10313,10332
2038,10313,10336
2039,10313,10337
2040,10313,10338
2041,10313,10339
2042,10313,10339
2043,10313,10340
2044,10313,10342
2045,10313,10343
2046,10313,10344
2047,10313,10345
2048,10313,10398
2049,10313,10207
2050,10313,10206
2051,10314,10022
2052,10314,10022
2053,10314,10025
2054,10314,10025
2055,10314,10053
2056,10314,10054
2057,10314,10055
2058,10314,10055
2059,10314,10056
2060,10314,10057
2061,10314,10058
2062,10314,10058
2063,10314,10059
2064,10314,10060
2065,10314,10061
2066,10314,10196
2067,10314,10197
2068,10314,10198
2069,10314,10199
2070,10314,10200
2071,10314,10200
2072,10314,10201
2073,10314,10202
2074,10314,10202
2075,10314,10203
2076,10314,10203
2077,10314,10204
2078,10314,10205
2079,10314,10205
2080,10314,10211
2081,10314,10211
2082,10314,10213
2083,10314,10213
2084,10314,10294
2085,10314,10294
2086,10314,10312
2087,10314,10313
2088,10314,10315
2089,10314,10316
2090,10314,10317
2091,10314,10330
2092,10314,10331
2093,10314,10332
2094,10314,10336
2095,10314,10337
2096,10314,10338
2097,10314,10339
2098,10314,10339
2099,10314,10340
2100,10314,10342
2101,10314,10343
2102,10314,10344
2103,10314,10345
2104,10314,10398
2105,10314,10207
2106,10314,10206
2107,10315,10022
2108,10315,10022
2109,10315,10025
2110,10315,10025
2111,10315,10053
2112,10315,10054
2113,10315,10055
2114,10315,10055
2115,10315,10056
2116,10315,10057
2117,10315,10058
2118,10315,10058
2119,10315,10059
2120,10315,10060
2121,10315,10061
2122,10315,10196
2123,10315,10197
2124,10315,10198
2125,10315,10199
2126,10315,10200
2127,10315,10200
2128,10315,10201
2129,10315,10202
2130,10315,10202
2131,10315,10203
2132,10315,10203
2133,10315,10204
2134,10315,10205
2135,10315,10205
2136,10315,10211
2137,10315,10211
2138,10315,10213
2139,10315,10213
2140,10315,10294
2141,10315,10294
2142,10315,10312
2143,10315,10313
2144,10315,10314
2145,10315,10316
2146,10315,10317
2147,10315,10330
2148,10315,10331
2149,10315,10332
2150,10315,10336
2151,10315,10337
2152,10315,10338
2153,10315,10339
2154,10315,10339
2155,10315,10340
2156,10315,10342
2157,10315,10343
2158,10315,10344
2159,10315,10345
2160,10315,10398
2161,10315,10207
2162,10315,10206
2163,10316,10022
2164,10316,10022
2165,10316,10025
2166,10316,10025
2167,10316,10053
2168,10316,10054
2169,10316,10055
2170,10316,10055
2171,10316,10056
2172,10316,10057
2173,10316,10058
2174,10316,10058
2175,10316,10059
2176,10316,10060
2177,10316,10061
2178,10316,10196
2179,10316,10197
2180,10316,10198
2181,10316,10199
2182,10316,10200
2183,10316,10200
2184,10316,10201
2185,10316,10202
2186,10316,10202
2187,10316,10203
2188,10316,10203
2189,10316,10204
2190,10316,10205
2191,10316,10205
2192,10316,10211
2193,10316,10211
2194,10316,10213
2195,10316,10213
2196,10316,10294
2197,10316,10294
2198,10316,10312
2199,10316,10313
2200,10316,10314
2201,10316,10315
2202,10316,10317
2203,10316,10330
2204,10316,10331
2205,10316,10332
2206,10316,10336
2207,10316,10337
2208,10316,10338
2209,10316,10339
2210,10316,10339
2211,10316,10340
2212,10316,10342
2213,10316,10343
2214,10316,10344
2215,10316,10345
2216,10316,10398
2217,10316,10207
2218,10316,10206
2219,10317,10022
2220,10317,10022
2221,10317,10025
2222,10317,10025
2223,10317,10053
2224,10317,10054
2225,10317,10055
2226,10317,10055
2227,10317,10056
2228,10317,10057
2229,10317,10058
2230,10317,10058
2231,10317,10059
2232,10317,10060
2233,10317,10061
2234,10317,10196
2235,10317,10197
2236,10317,10198
2237,10317,10199
2238,10317,10200
2239,10317,10200
2240,10317,10201
2241,10317,10202
2242,10317,10202
2243,10317,10203
2244,10317,10203
2245,10317,10204
2246,10317,10205
2247,10317,10205
2248,10317,10211
2249,10317,10211
2250,10317,10213
2251,10317,10213
2252,10317,10294
2253,10317,10294
2254,10317,10312
2255,10317,10313
2256,10317,10314
2257,10317,10315
2258,10317,10316
2259,10317,10330
2260,10317,10331
2261,10317,10332
2262,10317,10336
2263,10317,10337
2264,10317,10338
2265,10317,10339
2266,10317,10339
2267,10317,10340
2268,10317,10342
2269,10317,10343
2270,10317,10344
2271,10317,10345
2272,10317,10398
2273,10317,10207
2274,10317,10206
2275,10330,10022
2276,10330,10022
2277,10330,10025
2278,10330,10025
2279,10330,10053
2280,10330,10054
2281,10330,10055
2282,10330,10055
2283,10330,10056
2284,10330,10057
2285,10330,10058
2286,10330,10058
2287,10330,10059
2288,10330,10060
2289,10330,10061
2290,10330,10196
2291,10330,10197
2292,10330,10198
2293,10330,10199
2294,10330,10200
2295,10330,10200
2296,10330,10201
2297,10330,10202
2298,10330,10202
2299,10330,10203
2300,10330,10203
2301,10330,10204
2302,10330,10205
2303,10330,10205
2304,10330,10211
2305,10330,10211
2306,10330,10213
2307,10330,10213
2308,10330,10294
2309,10330,10294
2310,10330,10312
2311,10330,10313
2312,10330,10314
2313,10330,10315
2314,10330,10316
2315,10330,10317
2316,10330,10331
2317,10330,10332
2318,10330,10336
2319,10330,10337
2320,10330,10338
2321,10330,10339
2322,10330,10339
2323,10330,10340
2324,10330,10342
2325,10330,10343
2326,10330,10344
2327,10330,10345
2328,10330,10398
2329,10330,10207
2330,10330,10206
2331,10331,10022
2332,10331,10022
2333,10331,10025
2334,10331,10025
2335,10331,10053
2336,10331,10054
2337,10331,10055
2338,10331,10055
2339,10331,10056
2340,10331,10057
2341,10331,10058
2342,10331,10058
2343,10331,10059
2344,10331,10060
2345,10331,10061
2346,10331,10196
2347,10331,10197
2348,10331,10198
2349,10331,10199
2350,10331,10200
2351,10331,10200
2352,10331,10201
2353,10331,10202
2354,10331,10202
2355,10331,10203
2356,10331,10203
2357,10331,10204
2358,10331,10205
2359,10331,10205
2360,10331,10211
2361,10331,10211
2362,10331,10213
2363,10331,10213
2364,10331,10294
2365,10331,10294
2366,10331,10312
2367,10331,10313
2368,10331,10314
2369,10331,10315
2370,10331,10316
2371,10331,10317
2372,10331,10330
2373,10331,10332
2374,10331,10336
2375,10331,10337
2376,10331,10338
2377,10331,10339
2378,10331,10339
2379,10331,10340
2380,10331,10342
2381,10331,10343
2382,10331,10344
2383,10331,10345
2384,10331,10398
2385,10331,10207
2386,10331,10206
2387,10332,10022
2388,10332,10022
2389,10332,10025
2390,10332,10025
2391,10332,10053
2392,10332,10054
2393,10332,10055
2394,10332,10055
2395,10332,10056
2396,10332,10057
2397,10332,10058
2398,10332,10058
2399,10332,10059
2400,10332,10060
2401,10332,10061
2402,10332,10196
2403,10332,10197
2404,10332,10198
2405,10332,10199
2406,10332,10200
2407,10332,10200
2408,10332,10201
2409,10332,10202
2410,10332,10202
2411,10332,10203
2412,10332,10203
2413,10332,10204
2414,10332,10205
2415,10332,10205
2416,10332,10211
2417,10332,10211
2418,10332,10213
2419,10332,10213
2420,10332,10294
2421,10332,10294
2422,10332,10312
2423,10332,10313
2424,10332,10314
2425,10332,10315
2426,10332,10316
2427,10332,10317
2428,10332,10330
2429,10332,10331
2430,10332,10336
2431,10332,10337
2432,10332,10338
2433,10332,10339
2434,10332,10339
2435,10332,10340
2436,10332,10342
2437,10332,10343
2438,10332,10344
2439,10332,10345
2440,10332,10398
2441,10332,10207
2442,10332,10206
2443,10336,10022
2444,10336,10022
2445,10336,10025
2446,10336,10025
2447,10336,10053
2448,10336,10054
2449,10336,10055
2450,10336,10055
2451,10336,10056
2452,10336,10057
2453,10336,10058
2454,10336,10058
2455,10336,10059
2456,10336,10060
2457,10336,10061
2458,10336,10196
2459,10336,10197
2460,10336,10198
2461,10336,10199
2462,10336,10200
2463,10336,10200
2464,10336,10201
2465,10336,10202
2466,10336,10202
2467,10336,10203
2468,10336,10203
2469,10336,10204
2470,10336,10205
2471,10336,10205
2472,10336,10211
2473,10336,10211
2474,10336,10213
2475,10336,10213
2476,10336,10294
2477,10336,10294
2478,10336,10312
2479,10336,10313
2480,10336,10314
2481,10336,10315
2482,10336,10316
2483,10336,10317
2484,10336,10330
2485,10336,10331
2486,10336,10332
2487,10336,10337
2488,10336,10338
2489,10336,10339
2490,10336,10339
2491,10336,10340
2492,10336,10342
2493,10336,10343
2494,10336,10344
2495,10336,10345
2496,10336,10398
2497,10336,10207
2498,10336,10206
2499,10337,10022
2500,10337,10022
2501,10337,10025
2502,10337,10025
2503,10337,10053
2504,10337,10054
2505,10337,10055
2506,10337,10055
2507,10337,10056
2508,10337,10057
2509,10337,10058
2510,10337,10058
2511,10337,10059
2512,10337,10060
2513,10337,10061
2514,10337,10196
2515,10337,10197
2516,10337,10198
2517,10337,10199
2518,10337,10200
2519,10337,10200
2520,10337,10201
2521,10337,10202
2522,10337,10202
2523,10337,10203
2524,10337,10203
2525,10337,10204
2526,10337,10205
2527,10337,10205
2528,10337,10211
2529,10337,10211
2530,10337,10213
2531,10337,10213
2532,10337,10294
2533,10337,10294
2534,10337,10312
2535,10337,10313
2536,10337,10314
2537,10337,10315
2538,10337,10316
2539,10337,10317
2540,10337,10330
2541,10337,10331
2542,10337,10332
2543,10337,10336
2544,10337,10338
2545,10337,10339
2546,10337,10339
2547,10337,10340
2548,10337,10342
2549,10337,10343
2550,10337,10344
2551,10337,10345
2552,10337,10398
2553,10337,10207
2554,10337,10206
2555,10338,10022
2556,10338,10022
2557,10338,10025
2558,10338,10025
2559,10338,10053
2560,10338,10054
2561,10338,10055
2562,10338,10055
2563,10338,10056
2564,10338,10057
2565,10338,10058
2566,10338,10058
2567,10338,10059
2568,10338,10060
2569,10338,10061
2570,10338,10196
2571,10338,10197
2572,10338,10198
2573,10338,10199
2574,10338,10200
2575,10338,10200
2576,10338,10201
2577,10338,10202
2578,10338,10202
2579,10338,10203
2580,10338,10203
2581,10338,10204
2582,10338,10205
2583,10338,10205
2584,10338,10211
2585,10338,10211
2586,10338,10213
2587,10338,10213
2588,10338,10294
2589,10338,10294
2590,10338,10312
2591,10338,10313
2592,10338,10314
2593,10338,10315
2594,10338,10316
2595,10338,10317
2596,10338,10330
2597,10338,10331
2598,10338,10332
2599,10338,10336
2600,10338,10337
2601,10338,10339
2602,10338,10339
2603,10338,10340
2604,10338,10342
2605,10338,10343
2606,10338,10344
2607,10338,10345
2608,10338,10398
2609,10338,10207
2610,10338,10206
2611,10339,10022
2612,10339,10022
2613,10339,10025
2614,10339,10025
2615,10339,10053
2616,10339,10054
2617,10339,10055
2618,10339,10055
2619,10339,10056
2620,10339,10057
2621,10339,10058
2622,10339,10058
2623,10339,10059
2624,10339,10060
2625,10339,10061
2626,10339,10196
2627,10339,10197
2628,10339,10198
2629,10339,10199
2630,10339,10200
2631,10339,10200
2632,10339,10201
2633,10339,10202
2634,10339,10202
2635,10339,10203
2636,10339,10203
2637,10339,10204
2638,10339,10205
2639,10339,10205
2640,10339,10211
2641,10339,10211
2642,10339,10213
2643,10339,10213
2644,10339,10294
2645,10339,10294
2646,10339,10312
2647,10339,10313
2648,10339,10314
2649,10339,10315
2650,10339,10316
2651,10339,10317
2652,10339,10330
2653,10339,10331
2654,10339,10332
2655,10339,10336
2656,10339,10337
2657,10339,10338
2658,10339,10340
2659,10339,10342
2660,10339,10343
2661,10339,10344
2662,10339,10345
2663,10339,10398
2664,10339,10207
2665,10339,10206
2666,10339,10022
2667,10339,10022
2668,10339,10025
2669,10339,10025
2670,10339,10053
2671,10339,10054
2672,10339,10055
2673,10339,10055
2674,10339,10056
2675,10339,10057
2676,10339,10058
2677,10339,10058
2678,10339,10059
2679,10339,10060
2680,10339,10061
2681,10339,10196
2682,10339,10197
2683,10339,10198
2684,10339,10199
2685,10339,10200
2686,10339,10200
2687,10339,10201
2688,10339,10202
2689,10339,10202
2690,10339,10203
2691,10339,10203
2692,10339,10204
2693,10339,10205
2694,10339,10205
2695,10339,10211
2696,10339,10211
2697,10339,10213
2698,10339,10213
2699,10339,10294
2700,10339,10294
2701,10339,10312
2702,10339,10313
2703,10339,10314
2704,10339,10315
2705,10339,10316
2706,10339,10317
2707,10339,10330
2708,10339,10331
2709,10339,10332
2710,10339,10336
2711,10339,10337
2712,10339,10338
2713,10339,10340
2714,10339,10342
2715,10339,10343
2716,10339,10344
2717,10339,10345
2718,10339,10398
2719,10339,10207
2720,10339,10206
2721,10340,10022
2722,10340,10022
2723,10340,10025
2724,10340,10025
2725,10340,10053
2726,10340,10054
2727,10340,10055
2728,10340,10055
2729,10340,10056
2730,10340,10057
2731,10340,10058
2732,10340,10058
2733,10340,10059
2734,10340,10060
2735,10340,10061
2736,10340,10196
2737,10340,10197
2738,10340,10198
2739,10340,10199
2740,10340,10200
2741,10340,10200
2742,10340,10201
2743,10340,10202
2744,10340,10202
2745,10340,10203
2746,10340,10203
2747,10340,10204
2748,10340,10205
2749,10340,10205
2750,10340,10211
2751,10340,10211
2752,10340,10213
2753,10340,10213
2754,10340,10294
2755,10340,10294
2756,10340,10312
2757,10340,10313
2758,10340,10314
2759,10340,10315
2760,10340,10316
2761,10340,10317
2762,10340,10330
2763,10340,10331
2764,10340,10332
2765,10340,10336
2766,10340,10337
2767,10340,10338
2768,10340,10339
2769,10340,10339
2770,10340,10342
2771,10340,10343
2772,10340,10344
2773,10340,10345
2774,10340,10398
2775,10340,10207
2776,10340,10206
2777,10342,10022
2778,10342,10022
2779,10342,10025
2780,10342,10025
2781,10342,10053
2782,10342,10054
2783,10342,10055
2784,10342,10055
2785,10342,10056
2786,10342,10057
2787,10342,10058
2788,10342,10058
2789,10342,10059
2790,10342,10060
2791,10342,10061
2792,10342,10196
2793,10342,10197
2794,10342,10198
2795,10342,10199
2796,10342,10200
2797,10342,10200
2798,10342,10201
2799,10342,10202
2800,10342,10202
2801,10342,10203
2802,10342,10203
2803,10342,10204
2804,10342,10205
2805,10342,10205
2806,10342,10211
2807,10342,10211
2808,10342,10213
2809,10342,10213
2810,10342,10294
2811,10342,10294
2812,10342,10312
2813,10342,10313
2814,10342,10314
2815,10342,10315
2816,10342,10316
2817,10342,10317
2818,10342,10330
2819,10342,10331
2820,10342,10332
2821,10342,10336
2822,10342,10337
2823,10342,10338
2824,10342,10339
2825,10342,10339
2826,10342,10340
2827,10342,10343
2828,10342,10344
2829,10342,10345
2830,10342,10398
2831,10342,10207
2832,10342,10206
2833,10343,10022
2834,10343,10022
2835,10343,10025
2836,10343,10025
2837,10343,10053
2838,10343,10054
2839,10343,10055
2840,10343,10055
2841,10343,10056
2842,10343,10057
2843,10343,10058
2844,10343,10058
2845,10343,10059
2846,10343,10060
2847,10343,10061
2848,10343,10196
2849,10343,10197
2850,10343,10198
2851,10343,10199
2852,10343,10200
2853,10343,10200
2854,10343,10201
2855,10343,10202
2856,10343,10202
2857,10343,10203
2858,10343,10203
2859,10343,10204
2860,10343,10205
2861,10343,10205
2862,10343,10211
2863,10343,10211
2864,10343,10213
2865,10343,10213
2866,10343,10294
2867,10343,10294
2868,10343,10312
2869,10343,10313
2870,10343,10314
2871,10343,10315
2872,10343,10316
2873,10343,10317
2874,10343,10330
2875,10343,10331
2876,10343,10332
2877,10343,10336
2878,10343,10337
2879,10343,10338
2880,10343,10339
2881,10343,10339
2882,10343,10340
2883,10343,10342
2884,10343,10344
2885,10343,10345
2886,10343,10398
2887,10343,10207
2888,10343,10206
2889,10344,10022
2890,10344,10022
2891,10344,10025
2892,10344,10025
2893,10344,10053
2894,10344,10054
2895,10344,10055
2896,10344,10055
2897,10344,10056
2898,10344,10057
2899,10344,10058
2900,10344,10058
2901,10344,10059
2902,10344,10060
2903,10344,10061
2904,10344,10196
2905,10344,10197
2906,10344,10198
2907,10344,10199
2908,10344,10200
2909,10344,10200
2910,10344,10201
2911,10344,10202
2912,10344,10202
2913,10344,10203
2914,10344,10203
2915,10344,10204
2916,10344,10205
2917,10344,10205
2918,10344,10211
2919,10344,10211
2920,10344,10213
2921,10344,10213
2922,10344,10294
2923,10344,10294
2924,10344,10312
2925,10344,10313
2926,10344,10314
2927,10344,10315
2928,10344,10316
2929,10344,10317
2930,10344,10330
2931,10344,10331
2932,10344,10332
2933,10344,10336
2934,10344,10337
2935,10344,10338
2936,10344,10339
2937,10344,10339
2938,10344,10340
2939,10344,10342
2940,10344,10343
2941,10344,10345
2942,10344,10398
2943,10344,10207
2944,10344,10206
2945,10345,10022
2946,10345,10022
2947,10345,10025
2948,10345,10025
2949,10345,10053
2950,10345,10054
2951,10345,10055
2952,10345,10055
2953,10345,10056
2954,10345,10057
2955,10345,10058
2956,10345,10058
2957,10345,10059
2958,10345,10060
2959,10345,10061
2960,10345,10196
2961,10345,10197
2962,10345,10198
2963,10345,10199
2964,10345,10200
2965,10345,10200
2966,10345,10201
2967,10345,10202
2968,10345,10202
2969,10345,10203
2970,10345,10203
2971,10345,10204
2972,10345,10205
2973,10345,10205
2974,10345,10211
2975,10345,10211
2976,10345,10213
2977,10345,10213
2978,10345,10294
2979,10345,10294
2980,10345,10312
2981,10345,10313
2982,10345,10314
2983,10345,10315
2984,10345,10316
2985,10345,10317
2986,10345,10330
2987,10345,10331
2988,10345,10332
2989,10345,10336
2990,10345,10337
2991,10345,10338
2992,10345,10339
2993,10345,10339
2994,10345,10340
2995,10345,10342
2996,10345,10343
2997,10345,10344
2998,10345,10398
2999,10345,10207
3000,10345,10206
3001,10398,10022
3002,10398,10022
3003,10398,10025
3004,10398,10025
3005,10398,10053
3006,10398,10054
3007,10398,10055
3008,10398,10055
3009,10398,10056
3010,10398,10057
3011,10398,10058
3012,10398,10058
3013,10398,10059
3014,10398,10060
3015,10398,10061
3016,10398,10196
3017,10398,10197
3018,10398,10198
3019,10398,10199
3020,10398,10200
3021,10398,10200
3022,10398,10201
3023,10398,10202
3024,10398,10202
3025,10398,10203
3026,10398,10203
3027,10398,10204
3028,10398,10205
3029,10398,10205
3030,10398,10211
3031,10398,10211
3032,10398,10213
3033,10398,10213
3034,10398,10294
3035,10398,10294
3036,10398,10312
3037,10398,10313
3038,10398,10314
3039,10398,10315
3040,10398,10316
3041,10398,10317
3042,10398,10330
3043,10398,10331
3044,10398,10332
3045,10398,10336
3046,10398,10337
3047,10398,10338
3048,10398,10339
3049,10398,10339
3050,10398,10340
3051,10398,10342
3052,10398,10343
3053,10398,10344
3054,10398,10345
3055,10398,10207
3056,10398,10206
3057,10207,10022
3058,10207,10022
3059,10207,10025
3060,10207,10025
3061,10207,10053
3062,10207,10054
3063,10207,10055
3064,10207,10055
3065,10207,10056
3066,10207,10057
3067,10207,10058
3068,10207,10058
3069,10207,10059
3070,10207,10060
3071,10207,10061
3072,10207,10196
3073,10207,10197
3074,10207,10198
3075,10207,10199
3076,10207,10200
3077,10207,10200
3078,10207,10201
3079,10207,10202
3080,10207,10202
3081,10207,10203
3082,10207,10203
3083,10207,10204
3084,10207,10205
3085,10207,10205
3086,10207,10211
3087,10207,10211
3088,10207,10213
3089,10207,10213
3090,10207,10294
3091,10207,10294
3092,10207,10312
3093,10207,10313
3094,10207,10314
3095,10207,10315
3096,10207,10316
3097,10207,10317
3098,10207,10330
3099,10207,10331
3100,10207,10332
3101,10207,10336
3102,10207,10337
3103,10207,10338
3104,10207,10339
3105,10207,10339
3106,10207,10340
3107,10207,10342
3108,10207,10343
3109,10207,10344
3110,10207,10345
3111,10207,10398
3112,10207,10206
3113,10206,10022
3114,10206,10022
3115,10206,10025
3116,10206,10025
3117,10206,10053
3118,10206,10054
3119,10206,10055
3120,10206,10055
3121,10206,10056
3122,10206,10057
3123,10206,10058
3124,10206,10058
3125,10206,10059
3126,10206,10060
3127,10206,10061
3128,10206,10196
3129,10206,10197
3130,10206,10198
3131,10206,10199
3132,10206,10200
3133,10206,10200
3134,10206,10201
3135,10206,10202
3136,10206,10202
3137,10206,10203
3138,10206,10203
3139,10206,10204
3140,10206,10205
3141,10206,10205
3142,10206,10211
3143,10206,10211
3144,10206,10213
3145,10206,10213
3146,10206,10294
3147,10206,10294
3148,10206,10312
3149,10206,10313
3150,10206,10314
3151,10206,10315
3152,10206,10316
3153,10206,10317
3154,10206,10330
3155,10206,10331
3156,10206,10332
3157,10206,10336
3158,10206,10337
3159,10206,10338
3160,10206,10339
3161,10206,10339
3162,10206,10340
3163,10206,10342
3164,10206,10343
3165,10206,10344
3166,10206,10345
3167,10206,10398
3168,10206,10207
