0	3	4	5	6	7	8
1	0.023679599	0.032217278	0.021546286	0.026992181	0.027887772	0.025320569
2	0.024882356	0.035601219	0.023852705	0.028031941	0.024300267	0.027570175
3	0.023842479	0.034282928	0.022354518	0.024746298	0.02386029	0.026120429
4	0.024444214	0.038051575	0.023103611	0.025411745	0.026297086	0.027845127
5	0.025731612	0.038340717	0.024345529	0.03285643	0.031847565	0.026695328
6	0.027585893	0.036713681	0.026849077	0.03185826	0.028429282	0.027020271
7	0.028041106	0.033851665	0.027144772	0.03489436	0.03211832	0.028020096
8	0.026411586	0.03016633	0.027105346	0.029321244	0.027481639	0.023595871
9	0.023333921	0.026907357	0.024069547	0.028364665	0.027515484	0.02257105
10	0.020687997	0.024047792	0.020738054	0.023415405	0.02115274	0.018246807
