0	3	4	5	6	7	8
1	0.018408377	0.022050752	0.015691531	0.020379305	0.018242123	0.019446597
2	0.016790949	0.020445769	0.015967513	0.017800699	0.014891529	0.015847227
3	0.015719777	0.019615098	0.01389765	0.017551156	0.016549904	0.016247157
4	0.015195571	0.019539137	0.014942438	0.013308934	0.014756151	0.014422476
5	0.014496392	0.019955698	0.017721968	0.018590917	0.016651437	0.016672082
6	0.015005662	0.020720209	0.01945671	0.019297954	0.018072901	0.019121654
7	0.01494876	0.021597436	0.019732692	0.01896523	0.017565235	0.018821706
8	0.015277367	0.021112266	0.020304368	0.019173182	0.018749788	0.017521934
9	0.015714087	0.022080156	0.019397571	0.019131592	0.019257454	0.017271977
10	0.016114532	0.023018642	0.019496136	0.020712028	0.019968186	0.019271627
11	0.016250384	0.02376355	0.020501498	0.020545666	0.020442008	0.018546754
12	0.01619775	0.023986533	0.020245229	0.021502246	0.019494365	0.020121479
13	0.016305863	0.023797855	0.019988961	0.020212943	0.019900498	0.019496588
14	0.016229046	0.023050497	0.020146665	0.020296124	0.020035875	0.020121479
15	0.016495772	0.023506263	0.019791831	0.01992181	0.019426676	0.020146474
16	0.016591082	0.02272705	0.020205804	0.019505906	0.020509696	0.020846352
17	0.016480836	0.02314361	0.018944173	0.021502246	0.019697431	0.020646387
18	0.016689238	0.020852528	0.019515849	0.019131592	0.019155921	0.021321269
19	0.016361342	0.018897144	0.018352783	0.021585427	0.019968186	0.020521409
20	0.016955253	0.016863349	0.021053462	0.021294294	0.020069719	0.019321619
21	0.017558409	0.015667575	0.020481785	0.021543836	0.019934342	0.019296623
22	0.017108887	0.014246369	0.019003312	0.021211113	0.019798964	0.018546754
23	0.017263232	0.013271127	0.019515849	0.022209283	0.020035875	0.019296623
24	0.018222024	0.013070198	0.021132314	0.022583597	0.021931161	0.021921164
