2,2,1
3,3,1
4,8,1
10,11,1
13,19,1
14,14,1
15,21,1
16,18,1
18,20,1
20,22,1
23,25,1
24,24,1
26,29,1
27,27,1
28,28,1
30,30,1
32,33,1
33,32,1
36,37,1
37,1456,1
38,36,1
40,1458,1
46,39,1
48,40,1
50,46,1
52,48,1
53,1637,1
54,50,1
55,49,1
56,52,1
58,51,1
60,43,1
65,53,1
68,57,1
71,61,1
78,62,1
81,68,1
82,66,1
83,66,1
84,67,1
86,69,1
88,74,1
89,72,1
91,73,1
92,73,1
95,76,1
96,330,1
98,77,1
100,329,1
102,82,1
103,81,1
104,81,1
108,86,1
109,85,1
110,85,1
111,85,1
112,290,1
113,141,1
114,86,1
115,86,1
116,90,1
117,139,1
120,102,1
121,93,1
122,92,1
123,92,1
124,94,1
125,93,1
127,96,1
128,96,1
129,98,1
130,97,1
132,99,1
134,101,1
136,103,1
138,95,1
139,105,1
141,103,1
142,108,1
143,107,1
144,107,1
145,107,1
150,109,1
152,111,1
154,122,1
155,114,1
157,114,1
158,116,1
159,115,1
160,118,1
161,117,1
162,117,1
163,120,1
164,119,1
165,113,1
166,121,1
170,113,1
172,125,1
173,297,1
174,127,1
175,126,1
176,125,1
177,126,1
178,129,1
179,128,1
180,128,1
182,130,1
185,133,1
186,132,1
189,132,1
190,132,1
191,135,1
192,134,1
195,135,1
196,54,1
197,137,1
198,136,1
199,138,1
200,137,1
201,138,1
202,54,1
203,89,1
204,89,1
205,140,1
206,139,1
208,140,1
209,139,1
210,87,1
211,143,1
212,142,1
213,144,1
214,79,1
217,1120,1
218,147,1
224,58,1
226,149,1
229,150,1
230,153,1
231,152,1
232,152,1
233,152,1
234,152,1
236,154,1
237,154,1
239,158,1
240,156,1
241,157,1
243,159,1
246,161,1
248,175,1
249,166,1
250,162,1
251,166,1
254,163,1
255,168,1
256,171,1
257,170,1
258,169,1
259,173,1
260,172,1
261,167,1
262,174,1
263,174,1
264,167,1
267,178,1
268,177,1
269,177,1
272,181,1
273,180,1
274,180,1
275,182,1
276,182,1
277,181,1
278,181,1
280,185,1
281,184,1
283,184,1
285,193,1
286,187,1
287,189,1
288,188,1
289,191,1
290,190,1
292,192,1
293,192,1
295,186,1
297,195,1
299,283,1
303,201,1
304,202,1
305,204,1
306,342,1
307,206,1
309,2229,1
310,208,1
313,210,1
314,209,1
315,212,1
316,211,1
318,213,1
319,216,1
320,326,1
321,214,1
322,217,1
323,219,1
324,219,1
325,218,1
327,220,1
329,223,1
331,222,1
332,224,1
333,227,1
334,226,1
335,229,1
336,228,1
337,226,1
340,230,1
343,233,1
344,232,1
345,231,1
346,232,1
347,353,1
351,234,1
353,353,1
354,237,1
358,238,1
364,243,1
365,242,1
367,244,1
368,247,1
369,246,1
371,248,1
372,300,1
373,257,1
375,250,1
377,251,1
379,254,1
384,259,1
386,258,1
388,262,1
389,261,1
390,260,1
391,262,1
393,263,1
394,266,1
395,265,1
396,148,1
397,268,1
399,269,1
401,148,1
402,272,1
407,267,1
408,273,1
409,272,1
410,267,1
411,276,1
412,319,1
413,278,1
414,316,1
416,306,1
417,306,1
422,2229,1
423,2229,1
424,203,1
425,203,1
426,335,1
427,282,1
428,197,1
429,284,1
430,285,1
432,287,1
433,287,1
434,199,1
435,199,1
438,200,1
439,88,1
442,293,1
443,292,1
446,294,1
447,295,1
449,204,1
452,131,1
453,160,1
454,351,1
455,297,1
457,112,1
459,106,1
461,196,1
462,291,1
463,202,1
469,80,1
470,78,1
471,221,1
474,231,1
476,60,1
478,56,1
479,239,1
480,245,1
481,34,1
484,26,1
485,23,1
486,264,1
487,17,1
488,270,1
489,221,1
493,282,1
495,2229,1
496,2227,1
497,220,1
499,258,1
500,23,1
502,241,1
503,239,1
505,208,1
506,206,1
511,160,1
513,79,1
514,1120,1
515,140,1
518,134,1
521,130,1
523,121,1
524,111,1
525,109,1
528,105,1
530,93,1
532,90,1
533,2215,1
534,80,1
535,69,1
536,56,1
538,4063,1
539,43,1
540,350,1
542,1419,1
549,249,1
551,253,1
552,303,1
553,304,1
554,311,1
555,307,1
556,279,1
558,309,1
559,305,1
560,308,1
563,314,1
564,315,1
565,320,1
567,317,1
568,318,1
569,275,1
570,312,1
572,323,1
573,324,1
574,325,1
575,71,1
576,321,1
577,215,1
578,328,1
579,331,1
580,145,1
581,75,1
582,332,1
583,327,1
585,336,1
586,282,1
587,1197,1
588,335,1
589,1206,1
592,338,1
593,333,1
594,285,1
595,340,1
596,343,1
597,281,1
598,341,1
599,1099,1
602,345,1
604,346,1
605,347,1
607,348,1
608,84,1
609,349,1
611,351,1
612,352,1
614,354,1
617,194,1
619,356,1
620,358,1
622,360,1
625,359,1
626,362,1
628,364,1
629,363,1
631,361,1
632,366,1
633,365,1
634,368,1
635,367,1
636,367,1
638,370,1
639,369,1
640,373,1
641,371,1
643,375,1
644,1384,0
645,375,1
646,377,1
647,376,1
648,375,1
649,375,1
650,376,1
651,379,1
652,378,1
653,378,1
654,379,1
657,381,1
658,381,1
659,384,1
660,383,1
661,382,1
663,384,1
668,386,1
670,389,1
671,390,1
676,391,1
678,396,1
680,398,1
681,399,1
682,650,1
683,401,1
684,402,1
685,403,1
686,404,1
687,405,1
688,401,1
689,1680,1
690,405,1
691,409,1
693,411,1
695,413,1
696,411,1
697,414,1
698,415,1
699,416,1
700,417,1
701,418,1
702,419,1
705,418,1
706,421,1
707,422,1
708,727,1
709,424,1
710,425,1
711,426,1
712,427,1
714,428,1
715,428,1
717,429,1
718,430,1
719,431,1
720,432,1
721,428,1
722,433,1
723,434,1
724,433,1
725,436,1
726,437,1
727,433,1
728,438,1
730,440,1
731,441,1
732,442,1
733,443,1
735,1319,1
736,445,1
737,446,1
738,445,1
739,448,1
740,449,1
741,450,1
742,450,1
743,450,1
745,453,1
746,454,1
748,452,1
750,458,1
751,459,1
753,459,1
754,462,1
755,463,1
756,464,1
757,465,1
758,465,1
759,466,1
760,467,1
761,468,1
762,469,1
763,470,1
764,471,1
765,472,1
766,473,1
767,474,1
768,475,1
769,476,1
770,477,1
771,478,1
772,477,1
773,480,1
774,481,1
775,482,1
776,483,1
777,484,1
778,485,1
779,486,1
780,487,1
781,488,1
782,489,1
783,490,1
784,491,1
785,492,1
786,493,1
787,494,1
788,495,1
789,496,1
790,497,1
791,498,1
792,496,1
793,500,1
794,501,1
795,502,1
796,503,1
797,502,1
798,504,1
799,505,1
800,506,1
801,507,1
802,506,1
803,509,1
804,972,1
805,511,1
806,512,1
807,513,1
808,514,1
809,515,1
810,516,1
811,517,1
812,518,1
813,519,1
815,521,1
816,522,1
817,521,1
818,524,1
819,525,1
820,524,1
821,526,1
822,527,1
823,528,1
824,529,1
825,530,1
826,531,1
827,532,1
828,533,1
829,534,1
830,535,1
831,536,1
832,537,1
833,538,1
834,539,1
835,540,1
836,541,1
837,542,1
838,543,1
839,544,1
842,547,1
844,549,1
845,550,1
846,550,1
848,553,1
849,554,1
850,555,1
851,556,1
852,557,1
853,558,1
854,559,1
855,560,1
856,4454,1
857,562,1
858,563,1
859,564,1
860,565,1
861,566,1
862,563,1
863,567,1
864,568,1
865,569,1
866,570,1
867,571,1
868,572,1
869,572,1
870,573,1
871,574,1
872,575,1
873,573,1
874,576,1
875,577,1
876,578,1
877,579,1
878,580,1
879,581,1
881,583,1
882,584,1
883,585,1
884,586,1
885,587,1
886,588,1
887,589,1
888,590,1
889,591,1
890,592,1
891,593,1
892,594,1
893,595,1
894,594,1
895,596,1
896,597,1
897,598,1
898,599,1
899,600,1
900,600,1
901,601,1
902,717,1
903,601,1
904,603,1
905,604,1
906,605,1
907,606,1
909,608,1
911,610,1
912,611,1
913,607,1
914,612,1
915,613,1
916,614,1
917,615,1
921,619,1
922,620,1
923,616,1
924,621,1
925,622,1
926,621,1
927,624,1
928,625,1
929,624,1
930,627,1
931,628,1
932,624,1
933,629,1
935,631,1
936,632,1
937,633,1
938,634,1
939,635,1
940,636,1
941,637,1
943,637,1
944,640,1
945,641,1
946,642,1
947,643,1
948,644,1
949,645,1
951,647,1
952,648,1
953,649,1
955,648,1
956,651,1
957,652,1
958,653,1
959,654,1
960,655,1
961,656,1
962,657,1
963,658,1
965,660,1
966,661,1
967,661,1
969,663,1
970,664,1
971,665,1
972,664,1
974,668,1
975,669,1
976,670,1
977,669,1
978,672,1
979,673,1
980,669,1
981,674,1
982,675,1
983,674,1
984,677,1
985,678,1
986,679,1
987,680,1
988,681,1
989,682,1
990,683,1
991,684,1
992,683,1
993,312,1
995,688,1
996,689,1
997,690,1
998,689,1
1000,693,1
1001,694,1
1003,694,1
1004,674,1
1006,698,1
1007,699,1
1008,700,1
1011,703,1
1012,699,1
1014,704,1
1016,704,1
1018,707,1
1019,708,1
1020,709,1
1023,712,1
1024,708,1
1025,713,1
1026,714,1
1027,714,1
1028,715,1
1029,716,1
1032,644,1
1034,655,1
1036,720,1
1037,721,1
1038,722,1
1039,723,1
1040,724,1
1041,724,1
1042,725,1
1043,726,1
1044,595,1
1045,417,1
1046,722,1
1049,728,1
1050,728,1
1051,729,1
1052,730,1
1054,732,1
1055,733,1
1056,734,1
1057,735,1
1059,737,1
1061,2112,1
1062,737,1
1063,740,1
1064,741,1
1065,737,1
1066,741,1
1067,742,1
1068,743,1
1069,744,1
1070,745,1
1071,746,1
1072,747,1
1073,748,1
1074,749,1
1076,751,1
1077,749,1
1080,749,1
1082,754,1
1084,755,1
1085,756,1
1086,757,1
1087,758,1
1088,1125,1
1089,760,1
1090,761,1
1091,762,1
1092,761,1
1093,763,1
1094,764,1
1095,764,1
1096,765,1
1097,766,1
1098,767,1
1099,768,1
1100,769,1
1102,1086,1
1103,771,1
1104,772,1
1105,773,1
1106,774,1
1107,773,1
1108,775,1
1109,776,1
1110,775,1
1111,778,1
1112,779,1
1113,775,1
1114,780,1
1115,781,1
1116,782,1
1117,783,1
1118,332,1
1120,785,1
1121,785,1
1122,784,1
1123,786,1
1124,787,1
1125,787,1
1126,788,1
1127,789,1
1128,790,1
1129,791,1
1130,791,1
1131,792,1
1132,793,1
1133,792,1
1134,794,1
1135,795,1
1136,796,1
1137,797,1
1139,799,1
1140,800,1
1141,801,1
1142,1244,1
1144,803,1
1145,803,1
1146,1178,1
1147,804,1
1148,805,1
1151,804,1
1152,806,1
1153,807,1
1154,808,1
1156,1710,1
1157,808,1
1158,806,1
1159,810,1
1162,813,1
1163,814,1
1164,417,1
1165,815,1
1167,816,1
1169,819,1
1171,821,1
1172,819,1
1173,822,1
1174,823,1
1176,824,1
1178,826,1
1179,827,1
1180,828,1
1181,829,1
1182,830,1
1183,831,1
1184,832,1
1185,833,1
1186,830,1
1187,834,1
1188,835,1
1189,836,1
1190,837,1
1191,1256,1
1192,834,1
1193,836,1
1194,838,1
1195,839,1
1196,840,1
1197,841,1
1198,841,1
1199,842,1
1200,843,1
1201,844,1
1202,845,1
1203,845,1
1204,846,1
1205,847,1
1206,847,1
1207,848,1
1208,849,1
1209,849,1
1210,669,1
1211,694,1
1213,679,1
1214,1232,1
1215,1200,1
1216,1200,1
1217,1200,1
1219,851,1
1221,853,1
1222,854,1
1223,855,1
1224,854,1
1227,857,1
1228,1191,1
1229,857,1
1230,858,1
1231,859,1
1232,858,1
1234,861,1
1235,1175,1
1239,863,1
1240,1172,1
1242,865,1
1243,864,1
1244,866,1
1245,867,1
1247,1143,1
1248,869,1
1249,869,1
1250,870,1
1251,871,1
1252,867,1
1253,872,1
1254,873,1
1255,874,1
1256,874,1
1257,875,1
1258,876,1
1259,877,1
1260,877,1
1261,1325,1
1262,879,1
1263,880,1
1264,881,1
1265,882,1
1266,882,1
1267,881,1
1268,883,1
1269,442,1
1270,442,1
1271,884,1
1273,884,1
1274,886,1
1275,1158,1
1276,887,1
1277,887,1
1279,889,1
1280,889,1
1281,888,1
1283,890,1
1284,891,1
1285,891,1
1286,891,1
1287,892,1
1288,893,1
1289,893,1
1290,894,1
1292,3893,1
1293,894,1
1295,897,1
1296,1181,1
1297,1187,1
1299,898,1
1301,2238,1
1304,901,1
1305,900,1
1306,901,1
1309,902,1
1310,903,1
1311,904,1
1312,905,1
1313,904,1
1314,906,1
1315,907,1
1316,904,1
1317,908,1
1318,909,1
1319,908,1
1320,910,1
1321,911,1
1322,908,1
1323,912,1
1324,913,1
1325,912,1
1326,914,1
1327,915,1
1328,912,1
1329,915,1
1330,916,1
1331,917,1
1332,918,1
1333,919,1
1334,920,1
1335,921,1
1336,922,1
1337,923,1
1338,924,1
1339,925,1
1340,926,1
1341,927,1
1342,926,1
1343,928,1
1344,929,1
1345,930,1
1346,931,1
1347,932,1
1348,933,1
1349,934,1
1350,935,1
1351,935,1
1352,936,1
1353,937,1
1354,938,1
1355,939,1
1356,938,1
1357,940,1
1358,941,1
1359,942,1
1360,943,1
1361,943,1
1362,944,1
1363,945,1
1364,946,1
1365,947,1
1366,948,1
1367,949,1
1368,950,1
1369,950,1
1370,951,1
1371,952,1
1372,953,1
1373,954,1
1374,955,1
1375,955,1
1376,951,1
1377,956,1
1378,957,1
1379,958,1
1380,959,1
1381,950,1
1382,960,1
1383,961,1
1384,960,1
1385,962,1
1386,963,1
1387,964,1
1388,965,1
1389,966,1
1390,967,1
1391,968,1
1392,969,1
1395,970,1
1396,971,1
1398,973,1
1399,973,1
1400,968,1
1401,974,1
1402,975,1
1403,974,1
1404,976,1
1405,977,1
1406,977,1
1407,978,1
1408,979,1
1409,980,1
1410,981,1
1411,982,1
1412,983,1
1413,984,1
1414,985,1
1415,985,1
1416,986,1
1417,987,1
1418,987,1
1419,988,1
1420,989,1
1421,989,1
1422,990,1
1423,991,1
1424,992,1
1425,992,1
1426,991,1
1427,993,1
1428,994,1
1429,995,1
1430,996,1
1431,997,1
1432,997,1
1433,998,1
1434,999,1
1435,998,1
1436,999,1
1437,1000,1
1438,1001,1
1439,1001,1
1440,1002,1
1441,1003,1
1442,1004,1
1443,1005,1
1444,1005,1
1445,1006,1
1446,1007,1
1447,1008,1
1448,1009,1
1449,1010,1
1450,1011,1
1451,1012,1
1452,1013,1
1453,1014,1
1454,1015,1
1455,1016,1
1456,1017,1
1457,1015,1
1458,1017,1
1459,1018,1
1460,1019,1
